"http://dbpedia.org/resource/KTNQ","ktnq(1020 radio am)","27"
"http://dbpedia.org/resource/KFWB","kfwb(news 98)","13"
"http://dbpedia.org/resource/KNX_(AM)","knx(news radio)","22"
"http://dbpedia.org/resource/KMRO","kltx(nueva vida)","19"
"http://dbpedia.org/resource/KYPA","kypa(am 1230 jbc)","36"
"http://dbpedia.org/resource/KSPN","kspn(710 espn)","26"
"http://dbpedia.org/resource/KHJ_(AM)","khj(la ranchera)","15"
"http://dbpedia.org/resource/KAZN","kazn(asianradio)","5"
"http://dbpedia.org/resource/KIRN","kirn(radio iran)","16"
"http://dbpedia.org/resource/KEZY","kezy(nueva vida)","9"
"http://dbpedia.org/resource/KTLK_(AM)","ktlk(k-talk)","35"
"http://dbpedia.org/resource/KABC_(AM)","kabc(talk radio)","1"
"http://dbpedia.org/resource/KLAC","klac(am 570 sports)","18"
"http://dbpedia.org/resource/KAHZ","kahz(simulcast of kazn)","4"
"http://dbpedia.org/resource/KMRO","ksdo(nueva vida)","24"
"http://dbpedia.org/resource/KRLA","krla(news talk)","23"
"http://dbpedia.org/resource/KDIS_(AM)","kdis(radio disney)","8"
"http://dbpedia.org/resource/KTPI_(AM)","ktpi(magic 1340 am)","28"
"http://dbpedia.org/resource/KALI-FM","kali am(simulcast of kbla)","2"
"http://dbpedia.org/resource/KVNR","kvnr(little saigon radio)","31"
"http://dbpedia.org/resource/KLAA_(AM)","klaa(am 830)","17"
"http://dbpedia.org/resource/KFI","kfi(more stimulating talk radio)","10"
"http://dbpedia.org/resource/KMRB","kmrb","21"
"http://dbpedia.org/resource/KFRN","kfrn(family radio)","12"
"http://dbpedia.org/resource/KMZT","kgil(retro 1260)","14"
"http://dbpedia.org/resource/KTYM","ktym","29"
"http://dbpedia.org/resource/KOSS","koss(news talk 1380)","32"
"http://dbpedia.org/resource/KXMX","kxmx(multi-cultural radio)","34"
"http://dbpedia.org/resource/KBLA","kbla(radio zion)","6"
"http://dbpedia.org/resource/KMPC","kmpc(radio korea)","20"
"http://dbpedia.org/resource/KSPA","kspa(talk from the spa)","25"
"http://dbpedia.org/resource/KWKW","kwkw(espn desportes)","33"
"http://dbpedia.org/resource/KFOX_(AM)","kfox(radio seoul)","11"
"http://dbpedia.org/resource/KUTY","kuty(la mera mera 1470)","30"
"http://dbpedia.org/resource/KBRT","kbrt(k-brite)","7"
"http://dbpedia.org/resource/KAVL","kavl(fox sports 610)","3"
