"http://dbpedia.org/resource/Hong_Kong_Airlines","hong kong airlines","129"
"http://dbpedia.org/resource/Blue1","blue1","77"
"http://dbpedia.org/resource/Monarch_Airlines","monarch airlines","164"
"http://dbpedia.org/resource/Spirit_Airlines","spirit airlines","205"
"http://dbpedia.org/resource/Aeromar","aeromar","10"
"http://dbpedia.org/resource/AeroSur","aerosur","12"
"http://dbpedia.org/resource/Aer_Arann","aer arann","3"
"http://dbpedia.org/resource/US_Airways","us airways","230"
"http://dbpedia.org/resource/Blue_Panorama_Airlines","blu-express","75"
"http://dbpedia.org/resource/Blue_Islands","blue islands","76"
"http://dbpedia.org/resource/AirAsia","airasia","51"
"http://dbpedia.org/resource/Yemenia","yemen airways","246"
"http://dbpedia.org/resource/Finncomm_Airlines","finncomm","115"
"http://dbpedia.org/resource/Scandinavian_Airlines","sas scandinavian airlines","192"
"http://dbpedia.org/resource/Vueling","vueling","239"
"http://dbpedia.org/resource/American_Airlines","american airlines","61"
"http://dbpedia.org/resource/PenAir","peninsula airways","179"
"http://dbpedia.org/resource/AnadoluJet","anadolujet","62"
"http://dbpedia.org/resource/IndiGo","indigo","134"
"http://dbpedia.org/resource/Air_Mauritius","air mauritius","41"
"http://dbpedia.org/resource/Turkish_Airlines","turkish airlines","227"
"http://dbpedia.org/resource/TAM_Airlines","tam linhas aereas","214"
"http://dbpedia.org/resource/Atlasjet","atlasjet","67"
"http://dbpedia.org/resource/VLM_Airlines","vlm airlines","237"
"http://dbpedia.org/resource/CanJet","can jet","82"
"http://dbpedia.org/resource/Air_Cara%C3%AFbes","air caraibes","26"
"http://dbpedia.org/resource/S7_Airlines","s7 airlines","191"
"http://dbpedia.org/resource/TRIP_Linhas_A%C3%A9reas","trip linhas aereas","224"
"http://dbpedia.org/resource/Bahrain_Air","bahrain air","70"
"http://dbpedia.org/resource/Aerol%C3%ADneas_Argentinas","aerolineas argentinas","9"
"http://dbpedia.org/resource/Aerosvit_Airlines","aerosvit","13"
"http://dbpedia.org/resource/Air_France","air france","30"
"http://dbpedia.org/resource/Copa_Airlines_Colombia","aero republica","6"
"http://dbpedia.org/resource/Ural_Airlines","ural airlines","229"
"http://dbpedia.org/resource/Kingfisher_Airlines","kingfisher airlines","145"
"http://dbpedia.org/resource/Malaysia_Airlines","malaysia airlines","158"
"http://dbpedia.org/resource/TAROM","tarom","216"
"http://dbpedia.org/resource/Gulf_Air","gulf air","125"
"http://dbpedia.org/resource/Sverigeflyg","blekingeflyg","74"
"http://dbpedia.org/resource/Finnair","finnair","114"
"http://dbpedia.org/resource/Kuwait_Airways","kuwait airways","150"
"http://dbpedia.org/resource/British_Midland_International","bmi british midland","79"
"http://dbpedia.org/resource/Air_Alps","air alps","17"
"http://dbpedia.org/resource/Cubana_de_Aviaci%C3%B3n","cubana","97"
"http://dbpedia.org/resource/Japan_Airlines","jal japan airlines","137"
"http://dbpedia.org/resource/AirBaltic","airbaltic","52"
"http://dbpedia.org/resource/Continental_Airlines","continental airlines","93"
"http://dbpedia.org/resource/British_Airways","british airways","80"
"http://dbpedia.org/resource/Brussels_Airlines","brussels airlines","81"
"http://dbpedia.org/resource/Aurigny_Air_Services","aurigny","68"
"http://dbpedia.org/resource/SunExpress","sun express","209"
"http://dbpedia.org/resource/Air_Tahiti_Nui","air tahiti nui","49"
"http://dbpedia.org/resource/B&H_Airlines","air bosna","21"
"http://dbpedia.org/resource/LAN_Airlines","lan airlines","151"
"http://dbpedia.org/resource/Asiana_Airlines","asiana","65"
"http://dbpedia.org/resource/InterSky","intersky","135"
"http://dbpedia.org/resource/Onur_Air","onur air","173"
"http://dbpedia.org/resource/Air_Chathams","air chathams","27"
"http://dbpedia.org/resource/Singapore_Airlines","singapore airlines","197"
"http://dbpedia.org/resource/TAAG_Angola_Airlines","taag angola airways","212"
"http://dbpedia.org/resource/TUIfly","tuifly","225"
"http://dbpedia.org/resource/Air_Europa","air europa","29"
"http://dbpedia.org/resource/First_Choice_Airways","first choice","117"
"http://dbpedia.org/resource/Aeroflot","aeroflot russian airlines","7"
"http://dbpedia.org/resource/Air_Canada","air canada","24"
"http://dbpedia.org/resource/Nok_Air","nok air","169"
"http://dbpedia.org/resource/Air_Botswana","air botswana","22"
"http://dbpedia.org/resource/Flybe","flybe","118"
"http://dbpedia.org/resource/EVA_Air","eva air","113"
"http://dbpedia.org/resource/Edelweiss_Air","edelweiss air","105"
"http://dbpedia.org/resource/Air_Madagascar","air madagaskar","39"
"http://dbpedia.org/resource/Volaris","volaris","238"
"http://dbpedia.org/resource/Paramount_Airways","paramount airways","177"
"http://dbpedia.org/resource/CityJet","cityjet","90"
"http://dbpedia.org/resource/Transaero_Airlines","transaero airlines","222"
"http://dbpedia.org/resource/EasyJet","easyjet","104"
"http://dbpedia.org/resource/Danish_Air_Transport","dat","101"
"http://dbpedia.org/resource/Cimber_Sterling","cimber sterling","88"
"http://dbpedia.org/resource/GoAir","go air","122"
"http://dbpedia.org/resource/Air_Austral","air austral","20"
"http://dbpedia.org/resource/Etihad_Airways","etihad airways","111"
"http://dbpedia.org/resource/Oman_Air","oman air","172"
"http://dbpedia.org/resource/Hainan_Airlines","hainan airlines","126"
"http://dbpedia.org/resource/Armavia","armavia","64"
"http://dbpedia.org/resource/Sunwing_Airlines","sunwing airlines","210"
"http://dbpedia.org/resource/Kullaflyg","kullaflyg","148"
"http://dbpedia.org/resource/Thai_Airways","thai airways international","217"
"http://dbpedia.org/resource/All_Nippon_Airways","all nippon airways","59"
"http://dbpedia.org/resource/Sun_d'Or_International_Airlines","sun d or","208"
"http://dbpedia.org/resource/Qatar_Airways","qatar airways","183"
"http://dbpedia.org/resource/Rossiya_(airline)","rossiya airlines","186"
"http://dbpedia.org/resource/Wind_Jet","wind jet","244"
"http://dbpedia.org/resource/Lufthansa","lufthansa","156"
"http://dbpedia.org/resource/SATA_International","sata international","193"
"http://dbpedia.org/resource/Air_Berlin","airberlin","53"
"http://dbpedia.org/resource/Aegean_Airlines","aegean airlines","2"
"http://dbpedia.org/resource/Sky_Express","sky express","198"
"http://dbpedia.org/resource/South_African_Airways","south african airways","201"
"http://dbpedia.org/resource/Air_New_Zealand","air new zealand","44"
"http://dbpedia.org/resource/Jazeera_Airways","jazeera airways","138"
"http://dbpedia.org/resource/Air_Arabia","air arabia","18"
"http://dbpedia.org/resource/Air_China","air china","28"
"http://dbpedia.org/resource/Belavia","belavia","72"
"http://dbpedia.org/resource/Icelandair","icelandair","132"
"http://dbpedia.org/resource/Ryanair","ryanair","190"
"http://dbpedia.org/resource/Kulula.com","kulula air","149"
"http://dbpedia.org/resource/Niki_(airline)","niki","168"
