"http://dbpedia.org/resource/Primer_(film)","primer","255"
"http://dbpedia.org/resource/There_Will_Be_Blood","there will be blood","327"
"http://dbpedia.org/resource/The_Curious_Case_of_Benjamin_Button_(film)","the curious case of benjamin button","90"
"http://dbpedia.org/resource/Kill_Bill_Volume_1","kill bill volume 1","181"
"http://dbpedia.org/resource/In_Good_Company_(2004_film)","in good company","166"
"http://dbpedia.org/resource/Seabiscuit_(film)","seabiscuit","286"
"http://dbpedia.org/resource/The_Assassination_of_Jesse_James_by_the_Coward_Robert_Ford","the assassination of jesse james by the coward robert ford","26"
"http://dbpedia.org/resource/Into_the_Wild_(film)","into the wild","173"
"http://dbpedia.org/resource/Pretty_Woman","pretty woman","253"
"http://dbpedia.org/resource/Inglourious_Basterds","inglourious basterds","171"
"http://dbpedia.org/resource/Wag_the_Dog","wag the dog","344"
"http://dbpedia.org/resource/Thank_You_for_Smoking_(film)","thank you for smoking","325"
"http://dbpedia.org/resource/Goodfellas","goodfellas","144"
"http://dbpedia.org/resource/The_Dark_Knight_(film)","the dark knight","92"
"http://dbpedia.org/resource/Muppet_Treasure_Island","muppet treasure island","224"
"http://dbpedia.org/resource/Children_of_Men","children of men","75"
"http://dbpedia.org/resource/Malibu's_Most_Wanted","malibu&#039;s most wanted","200"
"http://dbpedia.org/resource/The_Sixth_Sense","the sixth sense","298"
"http://dbpedia.org/resource/The_Social_Network","the social network","301"
"http://dbpedia.org/resource/Good_Bye,_Lenin!","good bye lenin!","140"
"http://dbpedia.org/resource/The_Boys_of_Baraka","the boys of baraka","61"
"http://dbpedia.org/resource/28_Days_Later","28 days later","2"
"http://dbpedia.org/resource/Burn_After_Reading","burn after reading","65"
"http://dbpedia.org/resource/Schindler's_List","schindler&#039;s list","285"
"http://dbpedia.org/resource/Reindeer_Games","reindeer games","273"
"http://dbpedia.org/resource/The_Cooler","the cooler","326"
"http://dbpedia.org/resource/Up_(2009_film)","up","338"
"http://dbpedia.org/resource/The_Motorcycle_Diaries_(film)","the motorcycle diaries","220"
"http://dbpedia.org/resource/Murderball_(film)","murderball","225"
"http://dbpedia.org/resource/Sleepless_in_Seattle","sleepless in seattle","299"
"http://dbpedia.org/resource/Running_with_Scissors_(film)","running with scissors","280"
"http://dbpedia.org/resource/The_Godfather","the godfather","137"
"http://dbpedia.org/resource/Vanilla_Sky","vanilla sky","342"
"http://dbpedia.org/resource/Back_to_the_Future_Part_III","back to the future part iii","35"
"http://dbpedia.org/resource/Citizen_Kane","citizen kane","78"
"http://dbpedia.org/resource/Rumor_Has_It...","rumor has it","279"
"http://dbpedia.org/resource/A_Scanner_Darkly_(film)","a scanner darkly","284"
"http://dbpedia.org/resource/The_Pixar_Story","the pixar story","250"
"http://dbpedia.org/resource/Predator_(film)","predator","251"
"http://dbpedia.org/resource/Mr._&_Mrs._Smith_(2005_film)","mr. &amp; mrs. smith","221"
"http://dbpedia.org/resource/Black_Hawk_Down_(film)","black hawk down","49"
"http://dbpedia.org/resource/Wedding_Crashers","wedding crashers","353"
"http://dbpedia.org/resource/Star_Wars_Episode_III:_Revenge_of_the_Sith","star wars: episode iii - revenge of the sith","309"
"http://dbpedia.org/resource/Memento_(film)","memento","210"
"http://dbpedia.org/resource/Harry_Potter_and_the_Order_of_the_Phoenix_(film)","harry potter and the order of the phoenix","152"
"http://dbpedia.org/resource/Glory_(1989_film)","glory","135"
"http://dbpedia.org/resource/The_Good,_the_Bad_and_the_Ugly","the good the bad and the ugly","143"
"http://dbpedia.org/resource/Apocalypse_Now_Redux","apocalypse now redux","19"
"http://dbpedia.org/resource/Fever_Pitch_(2005_film)","fever pitch","118"
"http://dbpedia.org/resource/The_39_Steps_(1935_film)","the 39 steps","4"
"http://dbpedia.org/resource/Battle_Royale_(film)","battle royale","38"
"http://dbpedia.org/resource/Sideways","sideways","293"
"http://dbpedia.org/resource/Air_Force_One_(film)","air force one","7"
"http://dbpedia.org/resource/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film)","sweeney todd: the demon barber of fleet street","317"
"http://dbpedia.org/resource/The_War_of_the_Worlds_(1953_film)","the war of the worlds","350"
"http://dbpedia.org/resource/Patton_(film)","patton","244"
"http://dbpedia.org/resource/The_Reader_(2008_film)","the reader","270"
"http://dbpedia.org/resource/12_Monkeys","12 monkeys","336"
"http://dbpedia.org/resource/Knocked_Up","knocked up","187"
"http://dbpedia.org/resource/Old_School_(film)","old school","237"
"http://dbpedia.org/resource/Pulp_Fiction","pulp fiction","259"
"http://dbpedia.org/resource/Casino_(film)","casino","68"
"http://dbpedia.org/resource/The_Quiet_Man","the quiet man","265"
"http://dbpedia.org/resource/127_Hours","127 hours","1"
"http://dbpedia.org/resource/The_Other_Guys","the other guys","241"
"http://dbpedia.org/resource/The_Lost_World:_Jurassic_Park","the lost world: jurassic park","196"
"http://dbpedia.org/resource/The_Prestige_(film)","the prestige","252"
"http://dbpedia.org/resource/Space_Cowboys","space cowboys","303"
"http://dbpedia.org/resource/The_Big_Country","the big country","44"
"http://dbpedia.org/resource/Some_Kind_of_Monster_(film)","metallica: some kind of monster","211"
"http://dbpedia.org/resource/Love_Actually","love actually","197"
"http://dbpedia.org/resource/Mad_Hot_Ballroom","mad hot ballroom","199"
"http://dbpedia.org/resource/American_Pie_2","american pie 2","13"
"http://dbpedia.org/resource/Doubt_(2008_film)","doubt","102"
"http://dbpedia.org/resource/Forgetting_Sarah_Marshall","forgetting sarah marshall","126"
"http://dbpedia.org/resource/Up_in_the_Air_(2009_film)","up in the air","339"
"http://dbpedia.org/resource/The_Sentinel_(2006_film)","the sentinel","288"
"http://dbpedia.org/resource/3:10_to_Yuma_(2007_film)","3:10 to yuma","5"
"http://dbpedia.org/resource/Cold_Mountain_(film)","cold mountain","84"
"http://dbpedia.org/resource/Spider-Man_2","spider-man 2","307"
"http://dbpedia.org/resource/Pride_&_Prejudice_(2005_film)","pride &amp; prejudice","254"
"http://dbpedia.org/resource/Wallace_&_Gromit:_The_Curse_of_the_Were-Rabbit","wallace &amp; gromit in the curse of the were-rabbit","349"
"http://dbpedia.org/resource/Mr._Death:_The_Rise_and_Fall_of_Fred_A._Leuchter,_Jr.","mr. death: the rise and fall of fred a. leuchter jr.","222"
"http://dbpedia.org/resource/Dan_in_Real_Life","dan in real life","91"
"http://dbpedia.org/resource/Crouching_Tiger,_Hidden_Dragon","crouching tiger hidden dragon","89"
"http://dbpedia.org/resource/Blades_of_Glory","blades of glory","52"
"http://dbpedia.org/resource/The_Matrix_Revolutions","the matrix revolutions","207"
