"http://dbpedia.org/resource/Allianz","allianz","22"
"http://dbpedia.org/resource/Volkswagen","volkswagen","18"
"http://dbpedia.org/resource/Berkshire_Hathaway","berkshire hathaway","30"
"http://dbpedia.org/resource/Toyota","toyota motor","5"
"http://dbpedia.org/resource/Dexia","dexia group","19"
"http://dbpedia.org/resource/Sinopec","sinopec","16"
"http://dbpedia.org/resource/Citigroup","citigroup","17"
"http://dbpedia.org/resource/Deutsche_Bank","deutsche bank","26"
"http://dbpedia.org/resource/BP","bp","4"
"http://dbpedia.org/resource/ConocoPhillips","conocophillips","10"
"http://dbpedia.org/resource/Daimler_AG","daimler","11"
"http://dbpedia.org/resource/Fortis_(finance)","fortis","14"
"http://dbpedia.org/resource/Ford_Motor_Company","ford motor","13"
"http://dbpedia.org/resource/HSBC","hsbc holdings","20"
"http://dbpedia.org/resource/Chevron_Corporation","chevron","6"
"http://dbpedia.org/resource/Bank_of_America","bank of america corp.","28"
"http://dbpedia.org/resource/Total_S.A.","total","8"
"http://dbpedia.org/resource/Royal_Dutch_Shell","royal dutch shell","3"
"http://dbpedia.org/resource/AXA","axa","15"
"http://dbpedia.org/resource/General_Motors","general motors","9"
"http://dbpedia.org/resource/General_Electric","general electric","12"
"http://dbpedia.org/resource/State_Grid_Corporation_of_China","state grid","24"
"http://dbpedia.org/resource/Walmart","wal-mart stores","1"
"http://dbpedia.org/resource/Eni","eni","27"
"http://dbpedia.org/resource/BNP_Paribas","bnp paribas","21"
"http://dbpedia.org/resource/China_National_Petroleum_Corporation","china national petroleum","25"
"http://dbpedia.org/resource/ING_Group","ing group","7"
"http://dbpedia.org/resource/AT&T_Wireless_Services","at&amp;t","29"
"http://dbpedia.org/resource/Cr%C3%A9dit_Agricole","crédit agricole","23"
"http://dbpedia.org/resource/ExxonMobil","exxon mobil","2"
