"file100415_0_cols1_rows14 1","Book"
"file101640_0_cols1_rows31 3","University","College"
"file107572_0_cols1_rows62 1","Book"
"file109657_6_cols1_rows8 0","Book"
"file109657_7_cols1_rows7 0","Book"
"file110008_0_cols1_rows66 1","Book"
"file110816_0_cols1_rows40 0","University"
"file114403_0_cols1_rows82 1","Book"
"file114818_0_cols1_rows22 0","University"
"file115820_0_cols1_rows9 1","Politician","OfficeHolder"
"file117573_0_cols1_rows23 1","Book"
"file118301_28_cols1_rows28 0","Newspaper"
"file118301_29_cols1_rows26 0","Newspaper"
"file118488_0_cols1_rows81 0","Person"
"file119797_0_cols1_rows39 0","University","College"
"file123408_10_cols1_rows124 0","Newspaper"
"file123945_0_cols1_rows17 0","Film"
"file124163_0_cols1_rows10 0","Film"
"file124163_2_cols1_rows20 0","Actor"
"file124163_4_cols1_rows13 0","Actor"
"file124647_0_cols1_rows9 1","Monarch","Royalty"
"file132415_0_cols1_rows465 1","Person"
"file132423_0_cols1_rows40 0","University"
"file132514_0_cols1_rows17 0","Film"
"file134372_0_cols1_rows11 0","Person"
"file134400_0_cols1_rows22 1","Book"
"file135940_0_cols1_rows35 1","Artist"
"file136273_3_cols1_rows11 1","Book"
"file136273_4_cols1_rows7 1","Book"
"file137293_0_cols1_rows6 1","Monarch","Royalty"
"file137959_0_cols1_rows19 1","Book"
"file138978_0_cols1_rows83 1","Book"
"file138986_23_cols1_rows17 0","Newspaper"
"file139009_10_cols1_rows25 1","TelevisionEpisode"
"file139009_11_cols1_rows25 1","TelevisionEpisode"
"file139009_8_cols1_rows21 1","TelevisionEpisode"
"file139009_9_cols1_rows21 1","TelevisionEpisode"
"file13997_0_cols1_rows20 0","University"
"file141150_0_cols1_rows11 0","Actor"
"file141150_2_cols1_rows19 0","Actor"
"file141150_4_cols1_rows13 0","Actor"
"file143181_0_cols1_rows56 0","Book"
"file144332_0_cols1_rows14 0","Book"
"file145174_0_cols1_rows21 0","Film"
"file145174_1_cols1_rows37 0","Film"
"file145241_0_cols1_rows9 1","Politician","OfficeHolder"
"file145480_2_cols1_rows52 1","Person"
"file151614_2_cols1_rows105 1","Book"
"file152457_0_cols1_rows7 1","Monarch","Royalty"
"file155305_0_cols1_rows17 0","InternationalOrganisation"
"file158965_0_cols1_rows100 0","Film"
