"List_of_diplomatic_missions_of_Taiwan#4.csv 1","City"
"Sun_Shengnan#1.csv 3","City"
"A_roads_in_Zone_4_of_the_Great_Britain_numbering_scheme#Four-digit_roads_.2841xx.29#0.csv 1","City"
"Municipalities_of_Morelos#0.csv 1","City"
"Gulf_Coast_of_the_United_States#2.csv 1","City"
"Weightlifting_at_the_Commonwealth_Games#0.csv 2","City"
"Kentucky_Educational_Television#1.csv 1","City"
"Texas%E2%80%93Oklahoma_League#0.csv 0","City"
"Asian_Shooting_Championships#2.csv 2","City"
"Washington_(state)#2.csv 1","City"
"Castilla_y_Le%C3%B3n_Cup#7.csv 1","City"
"New_Hampshire#Economy#0.csv 0","City"
"The_Rolling_Stones_1964_tours#5.csv 1","City"
"Southeastern_United_States#0.csv 1","City"
"Belgium_national_korfball_team#1.csv 2","City"
"Canoeing_at_the_2012_Summer_Olympics_%E2%80%93_Qualification#3.csv 2","City"
"2010_United_States_Census#3.csv 1","City"
"WikiSym#0.csv 2","City"
"Ruslan_Sydykov#0.csv 2","City"
"2005_Little_League_World_Series_qualification#11.csv 1","City"
"Wentworth_Miller#4.csv 1","VideoGame"
"Aidan_Gillen#4.csv 1","VideoGame"
"Hedy_Burress#2.csv 1","VideoGame"
"Danger_Close_Games#2.csv 0","VideoGame"
"Carrie-Anne_Moss#2.csv 1","VideoGame"
"List_of_Game_of_the_Year_awards#29.csv 1","VideoGame"
"Dr._Dre#2000.E2.80.932007:_Third_studio_album#3.csv 1","VideoGame"
"List_of_first-person_shooter_engines#1.csv 1","VideoGame"
"Electronic_Sports_World_Cup#ESWC_2005#0.csv 0","VideoGame"
"David_Duchovny#2.csv 1","VideoGame"
"PlayStation_Official_Magazine_-_UK#0.csv 1","VideoGame"
"List_of_best-selling_Xbox_One_video_games#0.csv 0","VideoGame"
"List_of_Xbox_Live_Arcade_games#1.csv 0","VideoGame"
"List_of_massively_multiplayer_online_real-time_strategy_games#0.csv 0","VideoGame"
"List_of_Enix_games#C#3.csv 0","VideoGame"
"List_of_Tetris_variants#Unofficial_games#0.csv 0","VideoGame"
"List_of_Tetris_variants#0.csv 0","VideoGame"
"Active_Gaming_Media#0.csv 0","VideoGame"
"List_of_Game_Grumps_serials#1.csv 2","VideoGame"
"Rockstar_Vancouver#0.csv 0","VideoGame"
"List_of_Ultras_of_the_Eastern_Himalayas#1.csv 1","Mountain"
"List_of_Ultras_of_the_Western_Himalayas#2.csv 1","Mountain"
"100_Peaks_of_Taiwan#0.csv 1","Mountain"
"Bergamasque_Alps_and_Prealps#0.csv 0","Mountain"
"List_of_Hewitts_and_Nuttalls_in_England#3.csv 0","Mountain"
"List_of_Marilyns_in_Ireland#20.csv 0","Mountain"
"List_of_Himalayan_peaks_and_passes#0.csv 0","Mountain"
"List_of_mountain_peaks_of_California#0.csv 1","Mountain"
"Southern_Rocky_Mountains#2.csv 1","Mountain"
"Mutzenberg#0.csv 0","Mountain"
