"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5","0","True","http://dbpedia.org/ontology/PoliticalParty"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2","0","True","http://dbpedia.org/ontology/Cricketer"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2","0","True","http://dbpedia.org/ontology/Mountain"
"68779923_2_1000046510804975562","4","False","http://dbpedia.org/ontology/GovernmentType"
"68779923_2_1000046510804975562","0","True","http://dbpedia.org/ontology/Country"
"68779923_2_1000046510804975562","3","False","http://dbpedia.org/ontology/City"
"68779923_2_1000046510804975562","5","False","http://dbpedia.org/ontology/Language"
"71137051_0_8039724067857124984","0","True","http://dbpedia.org/ontology/Bird"
"39650055_5_7135804139753401681","1","True","http://dbpedia.org/ontology/Company"
"64207896_0_3206705146602325658","0","True","http://dbpedia.org/ontology/Monarch"
"90593344_0_8311455501234425088","1","True","http://dbpedia.org/ontology/Mountain"
"41839679_0_3009344178474568371","1","True","http://dbpedia.org/ontology/Monarch"
"12125836_0_1134348206297032434","1","True","http://dbpedia.org/ontology/RadioStation"
"2066887_0_746204117268168398","0","True","http://dbpedia.org/ontology/Saint"
"24859353_0_7027810986004269522","1","False","http://dbpedia.org/ontology/Country"
"24859353_0_7027810986004269522","3","True","http://dbpedia.org/ontology/Currency"
"37856682_0_6818907050314633217","0","True","http://dbpedia.org/ontology/AdministrativeRegion"
"29414811_13_8724394428539174350","2","False","http://dbpedia.org/ontology/Genre"
"29414811_13_8724394428539174350","1","True","http://dbpedia.org/ontology/VideoGame"
"29414811_13_8724394428539174350","4","False","http://dbpedia.org/ontology/Company"
"55961337_0_6548713781034932742","1","True","http://dbpedia.org/ontology/Currency"
"55961337_0_6548713781034932742","0","False","http://dbpedia.org/ontology/Country"
"5873256_0_7795190905731964989","1","True","http://dbpedia.org/ontology/Airline"
"12183399_0_6725061928072492226","0","True","http://dbpedia.org/ontology/Country"
"12183399_0_6725061928072492226","3","False","http://dbpedia.org/ontology/Currency"
"77632062_0_2292892375652659825","2","False","http://dbpedia.org/ontology/Country"
"77632062_0_2292892375652659825","1","True","http://dbpedia.org/ontology/City"
"77632062_0_2292892375652659825","5","False","http://dbpedia.org/ontology/Mayor"
"41648740_0_6959523681065295632","0","True","http://dbpedia.org/ontology/Country"
"54773498_0_4341462266113591159","0","True","http://dbpedia.org/ontology/Building"
"54773498_0_4341462266113591159","2","False","http://dbpedia.org/ontology/Country"
"54773498_0_4341462266113591159","1","False","http://dbpedia.org/ontology/City"
"19654359_0_3020273135042459469","1","True","http://dbpedia.org/ontology/Airport"
"19654359_0_3020273135042459469","2","False","http://dbpedia.org/ontology/City"
