"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Snow White and the Seven Dwarfs","1937"
"One Hundred and One Dalmatians","1961"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Mary Poppins","1964"
"The Lion King","1994"
"",""
"",""
"The Jungle Book","1967"
"Sleeping Beauty","1959"
"",""
"",""
"",""
"Bambi","1942"
"",""
"",""
"",""
"",""
"Pinocchio","1940"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Finding Nemo","2003"
"",""
"",""
"Lady and the Tramp","1955"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Aladdin","1992"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Toy Story 2","1999"
"",""
"",""
"",""
"",""
"",""
"",""
"",""

