"The Rising","",""
"Black","",""
"Veer - Zaara","",""
"Hum Tum","",""
"Yuva","",""
"LOC Kargil","",""
"Kal Ho Naa Ho","","special appearance ( song"
"Chori Chori","",""
"Calcutta Mail","",""
"Chalte Chalte","",""
"Saathiya","",""
"Mujhse Dosti Karoge !","",""
"Chalo Ishq Ladaaye","",""
"Pyaar Diwana Hota Hai","",""
"Kabhi Khushi Kabhie Gham","",""
"Nayak","",""
"Bas Itna Sa Khwaab Hai","",""
"Chori Chori Chupke Chupke","",""
"","",""
"Kahin Pyaar Na Ho Jaaye","",""
"Har Dil Jo Pyar Karega","",""
"Bichhoo","",""
"Hadh Kardi Aapne","",""
"Hey ! Ram","",""
"Badal","",""
"Hello Brother","",""
"Mann","","special appearance ( song"
"Mehndi","",""
"Kuch Kuch Hota Hai","",""
"Ghulam","",""
"Raja Ki Aayegi Baraat","",""

