"Financial Times","New York City",""
"The Village Voice","New York City",""
"Wall Street Journal / Money &amp; Investing Update","New York City",""
"Wall Street Journal / Personal Technology","New York City",""
"New York Post","New York City",""
"New York Daily News","New York",""
"New York Observer","( New York",""
"New York Times , Full Edition","New York City",""
"","",""
"Staten Island Advance","Staten Island",""
"","",""
"","",""
"Artvioce","Buffalo",""
"Baldwin Herald","Baldwin",""
"Bellmore Herald","",""
"Bee Newspapers , The","Williamsville",""
"Buffalo News , The","Buffalo",""
"Business First","Buffalo",""
"Business Strategies Newspaper","Rochester",""
"Carnarsie Courier","Brooklyn",""
"Capital District Business Review","Albany",""
"Citizen , The","Auburn",""
"Community Trader","Clifton Springs",""
"CoopersTown Crier","Cooperstown",""
"","",""
"Crain&apos;s New York Business","New York",""
"Daily Freeman , The","Freeman",""
"Daily Gazette , The","Schenectady",""
"Daily Sentinel","Rome",""
"Daily Star , The","Oneonta",""
"","",""
"Democrat and Chronicle","Rochester",""
"Dunkirk Observer","Dunkirk",""
"","",""
"East Hampton Star","East Hampton",""
"Evening Sun , The","Norwich",""
"Evening Telegram , The","Herkimer",""
"Evening Times , The","Little Falls",""
"Evening Tribune , The","Hornell",""
"","",""
"Finger Lake Times , The","Geneva",""
"Floral Park Dispatch","Floral Park",""
"Fulton Daily News","Fulton",""
"Garden City Life","Garden City",""
"Garden City News","Garden City",""
"Glen Cove Record","Glen Cove",""
"Gotham Gazette","New York",""
"Great Neck Record","Great Neck",""
"Greenwood Lake and West Milford News","Greenwood Lake",""
"Herald Community Newspapers","Lawrence",""
"Hicksville Illustrated News","Hicksville",""
"Independent , The","East Hampton",""
"Independent , The","Hillsdale",""
"Ithaca Journal","Ithaca",""
"Ithaca Times","Ithaca",""
"Journal News , The","White Plains",""
"Lake and Valley Clarion , The","Livingston County",""
"Leader , The","Corning",""
"Leader - Herald , The","Gloversville",""
"LeRoy Pennysaver","LeRoy",""
"Levittown Tribune","Levittown",""
"Lewisboro Ledger","Lewisboro",""
"","",""
"Long Island Business News","Ronkonkoma",""
"Long Island Times","",""
"Manhasset Press","Manhasset",""
"Merrick Herald","Merrick",""
"Massapequan Observer","Massapequa Park",""
"Mineola American","Mineola",""
"Nassau Herald","Nassau",""
"News - Review , The","Mattituck",""
"Niagara Falls Reporter","Niagara Falls",""
"North County News","Yorktown Heights",""
"Nyack Villager","Nyack",""
"Observer - Dispatch","Utica",""
"","",""
"Olean Times Herald , The","Olean",""
"Oneida Daily Dispatch","Oneida",""
"Oneida - Madison Pennysaver","Clinton",""
"Oyster Bay Enterprise - Pilot","Oyster Bay",""
"The Patriot and Free Press","Cuba",""
"Pelham Weekly","Pelham",""
"Plainview - Old Bethpage Herald","Plainview",""
"Port Washington News","Port Washington",""
"Post - Star","Glens Falls",""
"Poughkeepsie Journal","Poughkeepsie",""
"Press and Sun - Bulletin","Binghamton",""
"Press - Republican","Plattsburgh",""
"Putnam County News and Recorder","Cold Spring",""
"Queens Chronicle","Queens",""
"Queens Courier , The","Bayside",""
"The Queens Gazette","Queens",""
"Queens Tribune","Fresh Meadows",""
"Record , The","Troy",""
"Recorder , The","Amsterdam",""
"River Reporter","Narrowsburg",""
"Riverdale Review","Bronx",""
"Rochester Business Journal","Rochester",""
"Democrat and Chronicle","Rochester",""
"","",""
"Rome Observer","Rome",""
"Roslyn News","Roslyn",""
"Sag Harbor Express","Sag Harbor",""
"Saratogian , The","Saratoga Springs",""
"Sentinel","Rome",""
"Smithtown News , The","Smithtown",""
"","",""
"Star - Gazette","Elmira",""
"Suffolk Times","Mattituck",""
"Sullivan County Democrat","Callicoon",""
"Syosset - Jericho Tribune","Syosset",""
"Syracuse Newspapers","Syracuse",""
"Three Village Times","Elmont",""
"Times - Beacon - Record Newspapers","Setauket",""
"Times Herald - Record , The","Middletown",""
"Valley Stream Herald","Valley Stream",""
"Village Herald","Lynbrook",""
"The Villager","New York",""
"Wave of Long Island","Rockawave",""
"Watertown Daily Times , The","Watertown",""
"Wellsville Daily Reporter","Wellsville",""
"Westbury Times","Westbury",""
"Westchester Today","Westchester",""
"Woodstock Times","Woodstock",""

