"",""
"",""
"",""
"",""
"Ludwig Bemelmans","Madeline"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Virginia Lee Burton",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Ezra Jack Keats","The Snowy Day"
"",""
"",""
"",""
"",""
"Robert Lawson",""
"",""
"",""
"",""
"",""
"Arnold Lobel",""
"",""
"",""
"David Macaulay",""
"David Macaulay",""
"",""
"",""
"",""
"Robert McCloskey","Make Way for Ducklings"
"David",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"John",""
"Maurice Sendak","Where the Wild Things Are"
"",""
"",""
"",""
"",""
"",""
"William Steig","Sylvester and the Magic Pebble"
"",""
"",""
"",""
"",""
"",""
"Chris Van Allsburg","The Polar Express"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""

