"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Ludwig Bemelmans",""
"Marcia Brown",""
"",""
"John Burningham",""
"Virginia Burton",""
"",""
"",""
"",""
"",""
"",""
"","Drummer Hoff"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Kevin Henkes",""
"",""
"",""
"",""
"",""
"",""
"Trina Schart Hyman",""
"",""
"",""
"",""
"",""
"",""
"Ezra Jack Keats",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Arnold Lobel",""
"",""
"",""
"",""
"Robert McCloskey",""
"Robert McCloskey","Make Way for Ducklings"
"Gerald McDermott",""
"",""
"",""
"",""
"",""
"",""
"",""
"Peggy Rathman","Good Night , Gorilla"
"Peggy Rathman","Officer Buckle and Gloria"
"",""
"",""
"Allen Say","GrandfatherÃ¢ÂÂs Journey"
"",""
"",""
"",""
"",""
"William Steig","Sylvester and the Magic Pebble"
"",""
"",""
"",""
"",""
"",""
"Ellen Stohl Walsh","Mouse Paint"
"Lynd Ward","The Biggest Bear"
"",""
"",""
"David Wiesner","Tuesday"
"",""
"",""
"",""
"",""
"Ed Young",""
"Paul Zelinksky",""
"",""
"Margot Zemach",""
"",""

