"",""
"Elizabeth Janet Gray","Adam of the Road"
"",""
"",""
"",""
"",""
"Joseph Krumgold","And Now Miguel"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Christopher Paul Curtis","Bud , Not Buddy"
"",""
"",""
"",""
"",""
"Avi","Crispin : The Cross of Lead"
"",""
"",""
"",""
"",""
"",""
"",""
"E . L . Konigsburg","From the Mixed - Up Files of Mrs . Basil E . Frankweiler"
"",""
"",""
"",""
"",""
"",""
"Esther Forbes","Johnny Tremain"
"",""
"",""
"",""
"",""
"",""
"Jerry Spinelli","Maniac Magee"
"",""
"",""
"Robert C . O&apos;Brien","Mrs . Frisby and the Rats of Nimh"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Paula Fox","The Slave Dancer"
"",""
"",""
"Elizabeth Enright","Thimble Summer"
"",""
"",""
"",""
"Eric P . Kelly","The Trumpeter of Krakow"
"",""
"William Pene Du Bois","Twenty - One Balloons"
"Hugh Lofting","Voyages of Doctor Dolittle"
"Sharon Creech","Walk Two Moons"
"",""
"",""
"Sid Fleischman","The Whipping Boy"
"",""
"",""
"",""

