"101 Dalmatians",""
"",""
"A Bug`s Life",""
"Aladdin",""
"Aristocats",""
"Atlantis",""
"Bambi",""
"Beauty &amp; the Beast",""
"",""
"",""
"Brother Bear",""
"",""
"Cinderella",""
"Dinosaur",""
"Dumbo",""
"",""
"Fantasia",""
"Fantasia 2000",""
"Finding Nemo",""
"",""
"",""
"",""
"Hercules",""
"Home on the Range",""
"Hunchback of Notre Dame",""
"Jungle Book",""
"Jungle Book 2",""
"",""
"Lady &amp; the Tramp",""
"Lilo &amp; Stitch",""
"Lion King",""
"Little Mermaid",""
"",""
"",""
"",""
"",""
"",""
"",""
"Monsters Inc .",""
"",""
"Mulan",""
"",""
"Peter Pan",""
"Piglet`s Big Movie",""
"Pinocchio",""
"",""
"",""
"Pocahontas",""
"",""
"Rescuers Down Under",""
"",""
"",""
"Sleeping Beauty",""
"Snow White",""
"",""
"Tarzan",""
"Toy Story",""
"Toy Story 2",""
"Treasure Planet",""
"",""

