"","",""
"","",""
"","",""
"","",""
"Albany Times Union",": Albany , New York",""
"Baldwin Herald","Baldwin , New York",""
"Bellmore Herald","Bellmore , New York",""
"Buffalo News , The",": Buffalo , New York",""
"Business First of Buffalo","Buffalo , New York",""
"Business Travel News","New York , New York",""
"Canandaigua Messenger","Canadaigua , New York",""
"Capital District Business Review","Albany , New York",""
"Carnarsie Courier","Brooklyn , New York",""
"Citizen","Auburn , New York",""
"Community Trader","Clifton Springs , New York",""
"CoopersTown Crier","Cooperstown , New York",""
"Courier - Gazette , The",": Newark , New York",""
"Crain&apos;s New York Business","New York , New York",""
"Daily Gazette , The",": Schenectady , New York",""
"Daily Deal , The",": New York , New York",""
"Daily News","New York , New York",""
"Daily News , The",": Batavia , New York",""
"Daily Sentinel","Rome , New York",""
"Daily Star , The",": Oneonta , New York",""
"Dan&apos;s Papers","Bridgehamptom , New York",""
"Democrat and Chronicle","Rochester , New York",""
"East Hampton Star","East Hampton , New York",""
"","",""
"Evening Sun , The",": Norwich , New York",""
"Evening Telegram , The",": Herkimer , New York",""
"Evening Times , The",": Little Falls , New York",""
"Evening Tribune , The",": Hornell , New York",""
"Farmingdale Observer","Farmingdale , New York",""
"Financial Times","New York , New York",""
"Finger Lakes Times","Geneva , New York",""
"Floral Park Dispatch","Floral Park , New York",""
"Forward","New York , New York",""
"Fulton Daily News","Fulton , New York",""
"Garden City Life","Garden City , New York",""
"Garden City News","Garden City , New York",""
"Genesee Country Express","Dansville , New York",""
"Glen Cove Record","Glen Cove , New York",""
"Gold Coast Gazette","Glen Cove , New York",""
"Gotham Gazette","New York , New York",""
"Great Neck Record","Great Neck , New York",""
"Greenwood Lake News","Greenwood Lake , New York",""
"Hamlin Hearld","Brockport , New York",""
"Hicksville Illustrated News","Hicksville , New York",""
"Hudson Valley Business Journal","Pine Island , New York",""
"Independent , The",": Hillsdale , New York",""
"Ithaca Journal","Ithaca , New York",""
"Ithaca Times","Ithaca , New York",""
"Journal of Commerce","New York , New York",""
"Journal News , The",": White Plains , New York",""
"Journal - Register , The",": Medina , New York",""
"Lake and Valley Clarion","Geneseo , New York",""
"Leader , The",": Corning , New York",""
"Leader - Herald , The",": Gloversville , New York",""
"LeRoy Pennysaver","LeRoy , New York",""
"Levittown Tribune","Levittown , New York",""
"Lewisboro Ledger","Lewisboro , New York",""
"Long Beach Herald","Long Beach , New York",""
"Long Island Business News","Ronkonkoma , New York",""
"Manhasset Press","Manhasset , New York",""
"Merrick Herald","Merrick , New York",""
"Massapequan Observer","Massapequa Park , New York",""
"Metroland","Albany , New York",""
"Mid Hudson Central","",""
"Mineola American","Mineola , New York",""
"Nassau Herald","Nassau , New York",""
"New Hyde Park Illustrated","Hyde Park , New York",""
"New Voice Of New York Newspaper","Forest Hills , NY , New York",""
"New York Beacon","New York , New York",""
"New York Daily News","New York , New York",""
"New York Law Journal , The","New York , New York",""
"New York Observer","New York , New York",""
"New York Post","New York , New York",""
"New York Sun","New York , New York",""
"New York Times , The","New York , New York",""
"News - Review , The",": Mattituck , New York",""
"Newsday","Melville , New York",""
"Niagara Gazette","Niagara Falls , New York",""
"North County News","Yorktown , New York",""
"Nyack Villager","Nyack , New York",""
"Observer - Dispatch","Utica , New York",""
"Oceanside / IP Herald","Oceanside , New York",""
"Olean Times - Herald","Olean , New York",""
"Oneida Daily Dispatch , The",": Oneida , New York",""
"Oneida - Madison Pennysaver","Madison , New York",""
"Oswego Daily News","Oswego , New York",""
"","",""
"Patriot and Free Press , The","Cuba , New York",""
"Pelham Weekly","Pelham , New York",""
"Plainview - Old Bethpage Herald","Plainview , New York",""
"Port Washington News","Port Washington , New York",""
"Post - Journal","Jamestown , New York",""
"Post - Standard / Syracuse Herald - Journal","Syracuse , New York",""
"Post - Star , The","Glens Falls , New York",""
"Poughkeepsie Journal","Poughkeepsie , New York",""
"Press &amp; Sun - Bulletin","Binghamton , New York",""
"Press - Republican","Plattsburgh , New York",""
"Putnam News and Recorder","Cold Spring , New York",""
"Queens Courier , The",": Bayside , New York",""
"Queens Gazette , the",": Queens , New York",""
"Queens Tribune","Fresh Meadows , New York",""
"Recorder , The",": Amsterdam , New York",""
"River Reporter","Narrowsburg , New York",""
"Riverdale Review","Bronx , New York",""
"Rochester Business Journal","Rochester , New York",""
"Rockville Centre Herald","Rockville Centre , New York",""
"Rome Observer","Rome , New York",""
"Roslyn News , The",": Roslyn , New York",""
"Sag Harbor Express","Sag Harbor , New York",""
"Saratogian , The",": Saratoga Springs , New York",""
"Sentinel , The",": Honeoye , New York",""
"Sentinel , The",": New Windsor , New York",""
"Southampton","Southampton , New York",""
"Star - Gazette","Elmira , New York",""
"","Staten Island , New York",""
"Sullivan County Democrat","Callicoon , New York",""
"Suffolk Times , The",": Mattituck , New York",""
"Syosset - Jericho Tribune","Syosset , New York",""
"Three Village Times","Elmont , New York",""
"Times - Beacon - Record","Setauket , New York",""
"Times Herald - Record","Middletown , New York",""
"Record , The",": Troy , New York",""
"Valley Stream Herald","Valley Stream , New York",""
"Village Herald","Lynbrook , New York",""
"Village Voice","New York , New York",""
"Villager , The",": New York , New York",""
"Watertown Daily Times","Watertown , New York",""
"","Rockawave , New York",""
"Wellsville Daily Reporter","Wellsville , New York",""
"Westbury Times , The",": Westbury , New York",""
"Woodstocktimes","Woodstock , New York",""

