"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5.tar.gz","Political Party","http://dbpedia_org/ontology/PoliticalParty"
"1438042986423_95_20150728002306-00329-ip-10-236-191-2_805336391_10.tar.gz","swimmer","http://dbpedia_org/ontology/Swimmer"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2.tar.gz","cricketer","http://dbpedia_org/ontology/Cricketer"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2.tar.gz","mountain","http://dbpedia_org/ontology/Mountain"
"68779923_2_1000046510804975562.tar.gz","Country","http://dbpedia.org/ontology/Country"
"71137051_0_8039724067857124984.tar.gz","Bird","http://dbpedia.org/ontology/Bird"
"39650055_5_7135804139753401681.tar.gz","Company","http://dbpedia.org/ontology/Company"
"64207896_0_3206705146602325658.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"90593344_0_8311455501234425088.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"41839679_0_3009344178474568371.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"12125836_0_1134348206297032434.tar.gz","RadioStation","http://dbpedia.org/ontology/RadioStation"
"2066887_0_746204117268168398.tar.gz","Saint","http://dbpedia.org/ontology/Saint"
"24859353_0_7027810986004269522.tar.gz","Currency","http://dbpedia.org/ontology/Currency"
"37856682_0_6818907050314633217.tar.gz","AdministrativeRegion","http://dbpedia.org/ontology/AdministrativeRegion"
"29414811_13_8724394428539174350.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"55961337_0_6548713781034932742.tar.gz","Currency","http://dbpedia.org/ontology/Currency"
"5873256_0_7795190905731964989.tar.gz","Airline","http://dbpedia.org/ontology/Airline"
"12183399_0_6725061928072492226.tar.gz","Country","http://dbpedia.org/ontology/Country"
"77632062_0_2292892375652659825.tar.gz","City","http://dbpedia.org/ontology/City"
"41648740_0_6959523681065295632.tar.gz","Country","http://dbpedia.org/ontology/Country"
"54773498_0_4341462266113591159.tar.gz","Building","http://dbpedia.org/ontology/Building"
"19654359_0_3020273135042459469.tar.gz","Airport","http://dbpedia.org/ontology/Airport"
"70515524_0_5425995199745290007.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"79966524_0_1484492112455633784.tar.gz","Animal","http://dbpedia.org/ontology/Animal"
"77694908_0_6083291340991074532.tar.gz","Film","http://dbpedia.org/ontology/Film"
"8286121_0_8471791395229161598.tar.gz","Country","http://dbpedia.org/ontology/Country"
"40844462_1_6230938203735169234.tar.gz","Film","http://dbpedia.org/ontology/Film"
"40534006_0_4617468856744635526.tar.gz","Wrestler","http://dbpedia.org/ontology/Wrestler"
"34041816_1_4749054164534706977.tar.gz","Airport","http://dbpedia.org/ontology/Airport"
"35188621_0_6058553107571275232.tar.gz","Film","http://dbpedia.org/ontology/Film"
"28423212_0_2742990779532526553.tar.gz","Company","http://dbpedia.org/ontology/Company"
"76275868_0_4528346580716713695.tar.gz","Country","http://dbpedia.org/ontology/Country"
"73988811_0_2775758476756716904.tar.gz","Film","http://dbpedia.org/ontology/Film"
"74718406_0_3914457597478137388.tar.gz","Airport","http://dbpedia.org/ontology/Airport"
"38390205_1_8150763005563658139.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"12151277_0_1262954734066545952.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"64734047_0_5880705307495695536.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"38732532_0_1420803645394505878.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"76373906_0_6904594838446307331.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"4501311_8_8306082458935575308.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"47709681_0_4437772923903322343.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"12193237_0_8699643798888088574.tar.gz","Country","http://dbpedia.org/ontology/Country"
"9686394_0_5980699488362107028.tar.gz","Airport","http://dbpedia.org/ontology/Airport"
"24142265_0_4577466141408796359.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"53989675_0_8697482470743954630.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"19361188_0_1640726405141876003.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"43226272_0_5995103035300388365.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"3887681_0_7938589465814037992.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"78005071_0_8643954006825971723.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"13719111_1_5719401842463579519.tar.gz","Bird","http://dbpedia.org/ontology/Bird"
"84548468_0_5955155464119382182.tar.gz","Film","http://dbpedia.org/ontology/Film"
"33401079_0_9127583903019856402.tar.gz","Person","http://dbpedia.org/ontology/Person"
"41819807_0_3139249984404131679.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"63450419_0_8012592961815711786.tar.gz","Plant","http://dbpedia.org/ontology/Plant"
"32051842_5_1757891723986774036.tar.gz","Museum","http://dbpedia.org/ontology/Museum"
"88732174_0_7321365014357502211.tar.gz","BaseballPlayer","http://dbpedia.org/ontology/BaseballPlayer"
"98312357_0_6395417306876145729.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"75154185_0_1607627349983289012.tar.gz","City","http://dbpedia.org/ontology/City"
"74685423_0_8061289760697103949.tar.gz","Bird","http://dbpedia.org/ontology/Bird"
"4444204_0_951426790527152756.tar.gz","City","http://dbpedia.org/ontology/City"
"39107734_2_2329160387535788734.tar.gz","Airport","http://dbpedia.org/ontology/Airport"
"21329809_0_5526008408364682899.tar.gz","City","http://dbpedia.org/ontology/City"
"8009320_0_5507755752653817624.tar.gz","Country","http://dbpedia.org/ontology/Country"
"90723763_0_874013697986950454.tar.gz","Company","http://dbpedia.org/ontology/Company"
"86297395_0_6919201319699354263.tar.gz","Country","http://dbpedia.org/ontology/Country"
"29021592_4_4348860179678308511.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"11688006_0_8123036130090004213.tar.gz","Country","http://dbpedia.org/ontology/Country"
"25404227_0_2240631045609013057.tar.gz","Film","http://dbpedia.org/ontology/Film"
"37541068_1_1156932518917623732.tar.gz","BaseballPlayer","http://dbpedia.org/ontology/BaseballPlayer"
"79327346_0_5787863739697336601.tar.gz","Country","http://dbpedia.org/ontology/Country"
"39759273_0_1427898308030295194.tar.gz","Film","http://dbpedia.org/ontology/Film"
"14380604_4_3329235705746762392.tar.gz","Company","http://dbpedia.org/ontology/Company"
"26310680_0_5150772059999313798.tar.gz","Currency","http://dbpedia.org/ontology/Currency"
"71840765_0_6664391841933033844.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"12271141_0_8517913935669973086.tar.gz","Company","http://dbpedia.org/ontology/Company"
"29414811_2_4773219892816395776.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"45073662_0_3179937335063201739.tar.gz","BaseballPlayer","http://dbpedia.org/ontology/BaseballPlayer"
"29412826_0_3422707769191426540.tar.gz","Museum","http://dbpedia.org/ontology/Museum"
"19272019_0_1508498249156534553.tar.gz","University","http://dbpedia.org/ontology/University"
"37815699_0_8391788584341609964.tar.gz","Person","http://dbpedia.org/ontology/Person"
"41480166_0_6681239260286218499.tar.gz","Saint","http://dbpedia.org/ontology/Saint"
"6869358_0_1379459120563510331.tar.gz","Novel","http://dbpedia.org/ontology/Novel"
"55238374_0_3379409961751009152.tar.gz","Country","http://dbpedia.org/ontology/Country"
"61121469_0_6337620713408906340.tar.gz","Country","http://dbpedia.org/ontology/Country"
"41194422_0_7231546114369966811.tar.gz","Country","http://dbpedia.org/ontology/Country"
"10630177_0_4831842476649004753.tar.gz","Building","http://dbpedia.org/ontology/Building"
"67865873_0_8259587610208037357.tar.gz","Country","http://dbpedia.org/ontology/Country"
"51741865_0_9203644246202164492.tar.gz","RadioStation","http://dbpedia.org/ontology/RadioStation"
"20135078_0_7570343137119682530.tar.gz","Film","http://dbpedia.org/ontology/Film"
"50245608_0_871275842592178099.tar.gz","Film","http://dbpedia.org/ontology/Film"
"21337553_0_8832378999628437599.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"1614988_0_8789868670151796042.tar.gz","Scientist","http://dbpedia.org/ontology/Scientist"
"43469354_0_6029017163991310319.tar.gz","City","http://dbpedia.org/ontology/City"
"11833461_1_3811022039809817402.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"38428277_0_1311643810102462607.tar.gz","Film","http://dbpedia.org/ontology/Film"
"54719588_0_8417197176086756912.tar.gz","Film","http://dbpedia.org/ontology/Film"
"52208141_2_5171684379987586712.tar.gz","Museum","http://dbpedia.org/ontology/Museum"
"14311244_0_7604843865524657408.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"9567241_0_5666388268510912770.tar.gz","Newspaper","http://dbpedia.org/ontology/Newspaper"
"28646774_0_3256889721737611537.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"16767252_0_2409448375013995751.tar.gz","Film","http://dbpedia.org/ontology/Film"
"24417511_0_3058323105166963431.tar.gz","BaseballPlayer","http://dbpedia.org/ontology/BaseballPlayer"
"86627271_6_2239821927452848323.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"53583534_0_503521622577229691.tar.gz","Building","http://dbpedia.org/ontology/Building"
"57943722_0_8666078014685775876.tar.gz","Country","http://dbpedia.org/ontology/Country"
"70404164_0_5498195978476333642.tar.gz","City","http://dbpedia.org/ontology/City"
"3962429_0_3452614694863053249.tar.gz","Hotel","http://dbpedia.org/ontology/Hotel"
"29414811_12_251152470253168163.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"96203994_0_2127964719640427252.tar.gz","Company","http://dbpedia.org/ontology/Company"
"64499281_8_7181683886563136802.tar.gz","Museum","http://dbpedia.org/ontology/Museum"
"57938705_0_8737506792349461963.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"21333456_2_1886495893795687264.tar.gz","Scientist","http://dbpedia.org/ontology/Scientist"
"68442591_0_8506821153001360777.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"45593932_0_6869375743660252130.tar.gz","Scientist","http://dbpedia.org/ontology/Scientist"
"92896255_0_4593968708343548527.tar.gz","Plant","http://dbpedia.org/ontology/Plant"
"22864497_0_8632623712684511496.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"39606331_0_1646213676302448706.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"28079336_2_2139598421036200532.tar.gz","Company","http://dbpedia.org/ontology/Company"
"32812626_0_5428724146873158593.tar.gz","Hospital","http://dbpedia.org/ontology/Hospital"
"11278409_0_3742771475298785475.tar.gz","Company","http://dbpedia.org/ontology/Company"
"28494901_6_7026744149694237309.tar.gz","Scientist","http://dbpedia.org/ontology/Scientist"
"3917335_0_7791699395300625164.tar.gz","Country","http://dbpedia.org/ontology/Country"
"24850757_0_5978004733768297283.tar.gz","Country","http://dbpedia.org/ontology/Country"
"98458255_0_5873264818593370400.tar.gz","AcademicJournal","http://dbpedia.org/ontology/AcademicJournal"
"44005578_0_5400481538370055338.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"28154036_0_909001972154294543.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"4730513_0_8573199053866072336.tar.gz","Scientist","http://dbpedia.org/ontology/Scientist"
"49801939_0_6964113429298874283.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"62564020_0_3836030043284699244.tar.gz","Animal","http://dbpedia.org/ontology/Animal"
"9834884_0_3871985887467090123.tar.gz","Museum","http://dbpedia.org/ontology/Museum"
"34899692_0_6530393048033763438.tar.gz","Country","http://dbpedia.org/ontology/Country"
"49087820_0_461228320225084868.tar.gz","Currency","http://dbpedia.org/ontology/Currency"
"33242247_1_7232384061498591611.tar.gz","Election","http://dbpedia.org/ontology/Election"
"10151359_0_8168779773862259178.tar.gz","Book","http://dbpedia.org/ontology/Book"
"36039980_4_4283009829602711082.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"9206866_1_8114610355671172497.tar.gz","Country","http://dbpedia.org/ontology/Country"
"54112392_0_160015365721559357.tar.gz","Lake","http://dbpedia.org/ontology/Lake"
"28036255_0_5705563063166785494.tar.gz","Mountain","http://dbpedia.org/ontology/Mountain"
"61069974_0_1894536874590565102.tar.gz","Currency","http://dbpedia.org/ontology/Currency"
"25933880_0_4058554985574416690.tar.gz","Wrestler","http://dbpedia.org/ontology/Wrestler"
"51130304_0_3035822254995425429.tar.gz","Monarch","http://dbpedia.org/ontology/Monarch"
"39173938_0_7916056990138658530.tar.gz","Film","http://dbpedia.org/ontology/Film"
"70883081_0_5357790421435123524.tar.gz","PoliticalParty","http://dbpedia.org/ontology/PoliticalParty"
"74491133_0_7177831100884797849.tar.gz","Country","http://dbpedia.org/ontology/Country"
"66329615_0_3585856495110277641.tar.gz","VideoGame","http://dbpedia.org/ontology/VideoGame"
"64092785_0_4696367782987533337.tar.gz","Company","http://dbpedia.org/ontology/Company"
"63389809_0_8179819543692215824.tar.gz","Company","http://dbpedia.org/ontology/Company"
"68779923_5_2067037721454758189.tar.gz","Country","http://dbpedia.org/ontology/Country"
"29857217_0_961038783966485949.tar.gz","Newspaper","http://dbpedia.org/ontology/Newspaper"
"66009064_0_9148652238372261251.tar.gz","BaseballPlayer","http://dbpedia.org/ontology/BaseballPlayer"
