"http://dbpedia.org/resource/Spotted_Redshank","Spotted Redshank","2"
"http://dbpedia.org/resource/Solitary_Sandpiper","Solitary Sandpiper","3"
"http://dbpedia.org/resource/Eskimo_Curlew","Eskimo Curlew","8"
"http://dbpedia.org/resource/Whimbrel","Whimbrel","9"
"http://dbpedia.org/resource/Long-billed_Curlew","Long - billed Curlew","10"
"http://dbpedia.org/resource/Hudsonian_Godwit","Hudsonian Godwit","11"
"http://dbpedia.org/resource/Marbled_Godwit","Marbled Godwit","12"
"http://dbpedia.org/resource/Red_Knot","Red Knot","15"
"http://dbpedia.org/resource/Semipalmated_Sandpiper","Semipalmated Sandpiper","17"
"http://dbpedia.org/resource/Western_Sandpiper","Western Sandpiper","18"
"http://dbpedia.org/resource/White-rumped_Sandpiper","White - rumped Sandpiper","22"
"http://dbpedia.org/resource/Stilt_Sandpiper","Stilt Sandpiper","28"
"http://dbpedia.org/resource/Short-billed_Dowitcher","Short - billed Dowitcher","32"

