"http://dbpedia.org/resource/Casino_Royale_(novel)","Casino Royale","0"
"http://dbpedia.org/resource/Moonraker_(novel)","Moonraker","2"
"http://dbpedia.org/resource/Diamonds_Are_Forever_(novel)","Diamonds Are Forever","3"
"http://dbpedia.org/resource/From_Russia_with_Love_(novel)","From Russia with Love","4"
"http://dbpedia.org/resource/Dr._No_(novel)","Dr . No","5"
"http://dbpedia.org/resource/Goldfinger_(novel)","Goldfinger","6"
"http://dbpedia.org/resource/For_Your_Eyes_Only_(short_story_collection)","For Your Eyes Only","7"
"http://dbpedia.org/resource/Thunderball_(novel)","Thunderball","8"
"http://dbpedia.org/resource/The_Spy_Who_Loved_Me_(novel)","The Spy Who Loved Me","9"
"http://dbpedia.org/resource/On_Her_Majesty's_Secret_Service_(film)","On Her Majesty&apos;s Secret Service","10"
"http://dbpedia.org/resource/You_Only_Live_Twice_(novel)","You Only Live Twice","11"
"http://dbpedia.org/resource/The_Man_with_the_Golden_Gun_(novel)","The Man With The Golden Gun","12"

