"http://dbpedia.org/resource/The_Secret_of_the_Old_Clock","Secret of the Old Clock The","0"
"http://dbpedia.org/resource/The_Mystery_at_Lilac_Inn","The Mystery at Lilac Inn","1"
"http://dbpedia.org/resource/The_Secret_at_Shadow_Ranch","The Secret of Shadow Ranch","2"
"http://dbpedia.org/resource/The_Clue_in_the_Diary","The Clue in the Diary","3"
"http://dbpedia.org/resource/The_Sign_of_the_Twisted_Candles","The Sign of the Twisted Candles","4"
"http://dbpedia.org/resource/The_Clue_of_the_Broken_Locket","The Clue of the Broken Locket","5"
"http://dbpedia.org/resource/The_Mystery_of_the_Ivory_Charm","The Mystery of the Ivory Charm","6"
"http://dbpedia.org/resource/The_Clue_of_the_Tapping_Heels","The Clue of the Tapping Heels","7"
"http://dbpedia.org/resource/The_Mystery_at_the_Moss-Covered_Mansion","Mystery of the Moss - Covered Mansion The","8"
"http://dbpedia.org/resource/The_Clue_in_the_Jewel_Box","The Clue in the Jewel Box","9"
"http://dbpedia.org/resource/The_Clue_in_the_Crumbling_Wall","The Clue in the Crumbling Wall","10"
"http://dbpedia.org/resource/The_Ghost_of_Blackwood_Hall","The Ghost of Blackwood Hall","11"
"http://dbpedia.org/resource/The_Secret_of_the_Wooden_Lady","The Secret of the Wooden Lady","12"

