"http://dbpedia.org/resource/South_American_Snipe","South American Snipe","1"
"http://dbpedia.org/resource/Short-billed_Dowitcher","Short - billed Dowitcher","2"
"http://dbpedia.org/resource/Hudsonian_Godwit","Hudsonian Godwit","3"
"http://dbpedia.org/resource/Marbled_Godwit","Marbled Godwit","4"
"http://dbpedia.org/resource/Eskimo_Curlew","Eskimo Curlew","5"
"http://dbpedia.org/resource/Whimbrel","Whimbrel","6"
"http://dbpedia.org/resource/Long-billed_Curlew","Long - billed Curlew","7"
"http://dbpedia.org/resource/Spotted_Redshank","Spotted Redshank","9"
"http://dbpedia.org/resource/Solitary_Sandpiper","Solitary Sandpiper","13"
"http://dbpedia.org/resource/Red_Knot","Red Knot","17"
"http://dbpedia.org/resource/Semipalmated_Sandpiper","Semipalmated Sandpiper","19"
"http://dbpedia.org/resource/Western_Sandpiper","Western Sandpiper","20"
"http://dbpedia.org/resource/White-rumped_Sandpiper","White - rumped Sandpiper","22"
"http://dbpedia.org/resource/Stilt_Sandpiper","Stilt Sandpiper","25"

