"29857217_0_961038783966485949 0","Holiday","WrittenWork","PopulatedPlace","Organisation","Work","TelevisionStation","Agent","PeriodicalLiterature","Magazine","Broadcaster","Place","Award","TelevisionShow","Newspaper","Settlement","Company","Film","EthnicGroup"
"18422942_0_3659164506677528063 1","Album","City","Organisation","Writer","Eukaryote","Stadium","WrittenWork","Play","Song","Food","Band","Royalty","MusicalArtist","MusicalWork","TelevisionEpisode","Building","Politician","BritishRoyalty","Language","Artist","PopulatedPlace","Athlete","Work","Disease","ArchitecturalStructure","Person","Broadcaster","Place","Wrestler","Congressman","FloweringPlant","IceHockeyPlayer","Plant","TelevisionShow","TelevisionStation","Agent","Species","Single","GridironFootballPlayer","Settlement","BaseballPlayer","Film"
"18422942_0_3659164506677528063 0","Album","Building","FormulaOneRacer","MilitaryConflict","Wrestler","City","Organisation","Eukaryote","VideoGame","BroadcastNetwork","FictionalCharacter","Book","Animal","MeanOfTransportation","Holiday","Town","TennisPlayer","PoliticalParty","AdministrativeRegion","Song","Food","Company","Artist","Band","MusicalArtist","MusicalWork","TelevisionEpisode","ComicsCharacter","EducationalInstitution","WrittenWork","Restaurant","University","PopulatedPlace","Athlete","Work","Disease","ArchitecturalStructure","Person","Broadcaster","Place","OfficeHolder","MusicGenre","Mammal","Musical","Software","TelevisionShow","ChemicalCompound","MusicFestival","TelevisionStation","Agent","Event","Single","ChemicalSubstance","Election","Year","Ship","Settlement","Species","Film"
"18422942_0_3659164506677528063 2","PopulatedPlace","Organisation","Agent","Place","Country","MusicGenre"
"29414811_12_251152470253168163 1","Album","VideoGame","MilitaryConflict","Work","MusicalWork","Event","Software"
"29414811_12_251152470253168163 2"
"29414811_12_251152470253168163 4","Organisation","Company","Agent"
"41819807_0_3139249984404131679 1","PopulatedPlace","AdministrativeRegion","Settlement","Place","City"
"41819807_0_3139249984404131679 0","Town","Bridge","Infrastructure","ProtectedArea","PopulatedPlace","Lake","ArchitecturalStructure","AdministrativeRegion","BodyOfWater","NaturalPlace","Place","Settlement","MilitaryConflict","Event","RouteOfTransportation"
"6869358_0_1379459120563510331 3","Hospital","Writer","Philosopher","Book","MilitaryPerson","MeanOfTransportation","PersonFunction","Play","Infrastructure","Cricketer","Award","MusicalArtist","Organisation","Building","EducationalInstitution","WrittenWork","Artist","University","Athlete","Work","ArchitecturalStructure","Person","Place","OfficeHolder","Bridge","Agent","Ship","Film","RouteOfTransportation"
"6869358_0_1379459120563510331 1","Album","VideoGame","MilitaryConflict","Saint","Organisation","Writer","Eukaryote","PeriodicalLiterature","FictionalCharacter","Book","Stadium","MeanOfTransportation","Animal","Cleric","Infrastructure","Band","MusicalArtist","MusicalWork","Building","WrittenWork","Artist","PopulatedPlace","Work","SportsTeam","ArchitecturalStructure","Person","Magazine","Place","OfficeHolder","Mammal","Musical","Software","TelevisionShow","SoccerClub","AdministrativeRegion","Agent","Species","Station","Year","Ship","Event","Film"
"66329615_0_3585856495110277641 1","GovernmentAgency","Album","VideoGame","MilitaryConflict","Museum","Game","MusicalWork","Organisation","Building","PopulatedPlace","Work","SportsTeam","ArchitecturalStructure","Person","Place","Activity","Software","SoccerClub","Agent","Single","Settlement","Event","Film"
"66329615_0_3585856495110277641 3","Album","VideoGame","MilitaryConflict","MusicalArtist","Work","Artist","University","Organisation","EducationalInstitution","Agent","Event","PersonFunction","Person","OfficeHolder","MusicalWork","Company","Film","Software"
"36102169_0_7739454799295072814 1","VideoGame","MilitaryConflict","PopulatedPlace","Organisation","Work","Agent","Event","Band","Place","Settlement","Company","Film","Software"
"36102169_0_7739454799295072814 2","Album","VideoGame","FictionalCharacter","SportsEvent","Award","WrestlingEvent","Royalty","MusicalArtist","MusicalWork","ComicsCharacter","BritishRoyalty","Artist","TelevisionEpisode","Work","Person","Activity","Software","TelevisionShow","Sales","Agent","Sport","Event","Film"
"58891288_0_1117541047012405958 1","Album","City","VideoGame","MilitaryConflict","Organisation","Writer","Eukaryote","FictionalCharacter","Book","MilitaryPerson","Animal","SportsEvent","MeanOfTransportation","Holiday","Play","RecordLabel","WrestlingEvent","Company","Band","Game","MusicalArtist","Country","Device","MusicalWork","Weapon","School","EducationalInstitution","WrittenWork","Artist","PopulatedPlace","University","Work","Person","Broadcaster","Place","Activity","Mammal","Musical","Software","TelevisionShow","TelevisionStation","Agent","Species","Single","Ship","Settlement","Event","Film"
"80184932_0_4240003884724905487 1","Organisation","Agent","Aircraft","MeanOfTransportation","SupremeCourtOfTheUnitedStatesCase","Company","LegalCase"
"44206774_0_3810538885942465703 1","VideoGame","Writer","OfficeHolder","MusicalArtist","Artist","Athlete","Work","Agent","Person","Wrestler","TelevisionShow","ComicsCreator","GolfPlayer","Film","Software"
"22864497_0_8632623712684511496 0","Album","VideoGame","MilitaryConflict","Automobile","Organisation","Writer","FictionalCharacter","ChemicalSubstance","SportsEvent","MeanOfTransportation","Holiday","Company","AnatomicalStructure","Band","Game","MusicalArtist","MusicalWork","Non-ProfitOrganisation","WrittenWork","Artist","PopulatedPlace","Work","Person","Race","Place","Activity","Software","TelevisionShow","ChemicalCompound","TelevisionStation","Agent","Brain","Single","Book","Broadcaster","Settlement","Event","Film"
"22864497_0_8632623712684511496 1","VideoGame","TelevisionShow","Organisation","Work","Eukaryote","Plant","Agent","RadioStation","Broadcaster","Species","Moss","TelevisionStation","Company","Software"
"35188621_0_6058553107571275232 1","Album","VideoGame","MilitaryConflict","Organisation","Eukaryote","FictionalCharacter","Book","MeanOfTransportation","Criminal","Website","Play","Cricketer","Company","Band","Aircraft","MusicalArtist","MusicalWork","ComicsCharacter","WrittenWork","Artist","PopulatedPlace","Athlete","Work","Plant","Person","Broadcaster","Place","EthnicGroup","Musical","Software","TelevisionShow","TelevisionStation","Agent","Species","Single","Village","Ship","Settlement","Event","Film"
"35188621_0_6058553107571275232 3","Album","VideoGame","Organisation","PersonFunction","Award","Boxer","MusicalWork","University","Work","Artist","Athlete","EducationalInstitution","AmericanFootballPlayer","Person","GridironFootballPlayer","OfficeHolder","Musical","Software","TelevisionShow","Agent","Comedian","BaseballPlayer","Film"
"38428277_0_1311643810102462607 3","Album","Museum","Writer","Actor","PersonFunction","Company","MusicalWork","Organisation","Building","Work","Artist","University","EducationalInstitution","ArchitecturalStructure","Person","Place","OfficeHolder","Musical","Athlete","TelevisionShow","Agent","Comedian","SoccerManager","Architect","BaseballPlayer","Film"
"38428277_0_1311643810102462607 1","Album","City","VideoGame","Organisation","Eukaryote","PeriodicalLiterature","FictionalCharacter","Book","MilitaryPerson","ProtectedArea","Plant","RecordLabel","Band","Boxer","Company","Play","BroadcastNetwork","Game","BodyOfWater","MusicalArtist","MusicalWork","Athlete","EducationalInstitution","MusicGenre","WrittenWork","Artist","PopulatedPlace","University","Work","Disease","MilitaryUnit","Person","Broadcaster","Place","Activity","Newspaper","River","FloweringPlant","Musical","Software","Sport","AmericanFootballLeague","TelevisionShow","Stream","Song","Agent","NaturalPlace","SportsLeague","Village","Settlement","Species","Film"
"28086084_0_3127660530989916727 0","City","HistoricBuilding","Animal","Island","Organisation","Writer","Eukaryote","Philosopher","WorldHeritageSite","PeriodicalLiterature","FictionalCharacter","Book","Saint","Town","Bird","WrittenWork","Website","Cleric","Boxer","Company","Band","Royalty","ComicsCharacter","MusicalArtist","Country","Comedian","University","Building","School","Work","BritishRoyalty","Artist","PopulatedPlace","Athlete","EducationalInstitution","ArchitecturalStructure","Person","Stadium","Place","EthnicGroup","OfficeHolder","Newspaper","Agent","College","ChristianBishop","Settlement","Species"
"91959037_0_7907661684242014480 1","Album","VideoGame","MilitaryConflict","Organisation","Eukaryote","TelevisionStation","FictionalCharacter","Olympics","Animal","SportsEvent","MeanOfTransportation","Game","Band","Aircraft","MusicalArtist","MusicalWork","ComicsCharacter","Artist","PopulatedPlace","Work","Person","Broadcaster","Place","Activity","MusicGenre","Mammal","Software","Sport","TelevisionShow","Sales","Agent","Event","Settlement","Species","Film"
"48944826_0_2321751364268052533 3","Software","VideoGame","Sport","Work","Activity"
"11833461_1_3811022039809817402 1","Plant","Organisation","Eukaryote","Agent","Species","Company"
"57943722_0_8666078014685775876 0","City","Company","MilitaryConflict","Language","PopulatedPlace","Organisation","Eukaryote","Agent","Event","Country","Place","Animal","Island","Mammal","Settlement","Species"
"57943722_0_8666078014685775876 1","City","Infrastructure","SoccerClub","PopulatedPlace","Organisation","SportsTeam","Airport","Agent","Event","ArchitecturalStructure","Country","MilitaryConflict","Place","Island","SportsEvent","Olympics","Settlement","HistoricPlace","HockeyTeam"
"37856682_0_6818907050314633217 0","Canal","City","MilitaryConflict","GovernmentAgency","Organisation","Eukaryote","PeriodicalLiterature","AdministrativeRegion","Animal","Country","Company","Insect","BodyOfWater","PopulatedPlace","Building","Work","WrittenWork","Language","Island","University","EducationalInstitution","MilitaryUnit","ArchitecturalStructure","Magazine","Place","EthnicGroup","MusicGenre","Mammal","River","Legislature","Stream","Fish","Agent","Species","NaturalPlace","Settlement","Event"
"28079336_2_2139598421036200532 1","Animal","Organisation","Writer","Eukaryote","PeriodicalLiterature","Stadium","Convention","SportsEvent","MeanOfTransportation","LegalCase","Cleric","Infrastructure","RecordLabel","Food","Company","Aircraft","BroadcastNetwork","Insect","BodyOfWater","Hospital","Building","School","EducationalInstitution","WrittenWork","Artist","Athlete","Work","SportsTeam","Drug","ArchitecturalStructure","Person","Broadcaster","Place","Airline","Wrestler","Activity","Newspaper","Volcano","Saint","River","SupremeCourtOfTheUnitedStatesCase","Road","Software","Game","Stream","SoccerClub","WomensTennisAssociationTournament","Agent","Event","Beverage","NaturalPlace","Species","RouteOfTransportation"
"39606331_0_1646213676302448706 0","PoliticalParty","Organisation","Agent","Event","Election","Company"
"1146722_1_7558140036342906956 0","GovernmentAgency","Mountain","HistoricBuilding","Organisation","Writer","Eukaryote","Lake","Book","MeanOfTransportation","Town","Plant","Infrastructure","Cricketer","Company","BodyOfWater","MusicalArtist","Country","Building","Politician","WrittenWork","Artist","PopulatedPlace","Athlete","Work","Disease","ArchitecturalStructure","Person","Airport","Place","Senator","Ship","Agent","BaseballPlayer","NaturalPlace","MemberOfParliament","Settlement","Species"
"68442591_0_8506821153001360777 1"
"49772588_0_6549847739640234347 5","Aircraft","MeanOfTransportation"
"68442591_0_8506821153001360777 0","Building","PopulatedPlace","Hospital","ArchitecturalStructure","Place","Settlement"
"40844462_1_6230938203735169234 1","Album","City","MilitaryConflict","Saint","GovernmentAgency","Automobile","Organisation","Writer","Eukaryote","ComicsCreator","FictionalCharacter","Book","SpaceMission","WrestlingEvent","Animal","SportsEvent","MeanOfTransportation","Cleric","Infrastructure","Country","BroadcastNetwork","Company","Award","Band","MusicalArtist","PopulatedPlace","MusicalWork","Athlete","ComicsCharacter","School","EducationalInstitution","WrittenWork","Artist","Island","University","Work","AmericanFootballPlayer","Play","ArchitecturalStructure","Person","Broadcaster","Place","OfficeHolder","Mammal","IceHockeyLeague","Musical","Road","Plant","Bridge","TelevisionShow","Agent","Event","Currency","Single","Arachnid","SportsLeague","Village","GridironFootballPlayer","Settlement","Species","Film","RouteOfTransportation"
"29886325_0_1448173912684571475 5","MilitaryConflict","Politician","OrganisationMember","Band","Athlete","Organisation","Agent","PersonFunction","Person","Governor","OfficeHolder","President","SportsTeamMember","MartialArtist","SoccerPlayer","Mayor","Event"
"29886325_0_1448173912684571475 2","City","Country","Organisation","Agent","Place","PopulatedPlace","Settlement","Company"
"29886325_0_1448173912684571475 1","GovernmentAgency","City","MilitaryConflict","Mountain","Organisation","Writer","Lake","WorldHeritageSite","Station","Olympics","Stadium","SportsEvent","MeanOfTransportation","Town","PoliticalParty","Infrastructure","Company","Aircraft","HockeyTeam","BodyOfWater","MusicalArtist","Country","President","Building","Stream","School","Work","Politician","BritishRoyalty","Language","Artist","PopulatedPlace","University","EducationalInstitution","SportsTeam","ArchitecturalStructure","Person","Airport","Broadcaster","Place","EthnicGroup","River","TelevisionShow","ShoppingMall","SoccerClub","TelevisionStation","Agent","Royalty","NaturalPlace","Settlement","Event","Film"
"4730513_0_8573199053866072336 1","Building","City","Stadium","SoccerClub","PopulatedPlace","Organisation","EducationalInstitution","SportsTeam","Philosopher","ArchitecturalStructure","Person","Scientist","Place","Agent","OfficeHolder","Settlement","University"
"50270082_0_444360818941411589 1","Album","Organisation","FictionalCharacter","MilitaryPerson","Senator","SportsLeague","Infrastructure","Award","Band","MusicalArtist","MusicalWork","Building","School","Work","Politician","Artist","Athlete","EducationalInstitution","AmericanFootballPlayer","ArchitecturalStructure","Person","Broadcaster","GridironFootballPlayer","BaseballLeague","Congressman","RugbyPlayer","Road","TelevisionStation","Agent","Place","BaseballPlayer","RouteOfTransportation"
"78650283_0_5937576517849452289 1","Organisation","Writer","Eukaryote","AdministrativeRegion","Book","Animal","Monarch","Bird","ProgrammingLanguage","Band","Country","Town","Politician","WrittenWork","Language","Artist","PopulatedPlace","Work","SportsTeam","Disease","Person","Place","OfficeHolder","TelevisionShow","SoccerClub","ChemicalCompound","Agent","Currency","ChemicalSubstance","MemberOfParliament","Settlement","Species"
"78650283_0_5937576517849452289 0","City","MilitaryConflict","Organisation","Eukaryote","PeriodicalLiterature","AdministrativeRegion","Animal","SportsLeague","PopulatedPlace","Company","Insect","Country","WrittenWork","Language","Island","Work","MilitaryUnit","Magazine","Place","BaseballLeague","MusicGenre","Mammal","Fish","Agent","Event","Settlement","Species"
"12183399_0_6725061928072492226 0","Canal","City","MilitaryConflict","Organisation","Eukaryote","PeriodicalLiterature","AdministrativeRegion","Animal","PopulatedPlace","Company","BodyOfWater","Country","WrittenWork","Island","Work","SportsTeam","RadioStation","Magazine","Broadcaster","Place","Airline","MilitaryUnit","Stream","SoccerClub","Fish","Agent","Species","Currency","NaturalPlace","Settlement","Event","EthnicGroup"
"12183399_0_6725061928072492226 3","Currency","Country","Place","ProgrammingLanguage","PopulatedPlace"
"41336118_0_4331895026409635103 0","SoccerClub","PopulatedPlace","Organisation","Work","SportsTeam","Agent","Place","Settlement","Company","Software"
"60319454_0_3938426910282115527 0","Album","Company","Work","University","Organisation","EducationalInstitution","Eukaryote","Agent","Bird","Person","Animal","Monarch","Mammal","MusicalWork","Species"
"66009064_0_9148652238372261251 2","Legislature","City","Organisation","AdministrativeRegion","Stadium","SportsLeague","HockeyTeam","PopulatedPlace","AmericanFootballTeam","Building","Country","University","EducationalInstitution","SportsTeam","ArchitecturalStructure","Place","BaseballLeague","Activity","Sport","SoccerClub","Agent","Settlement"
"66009064_0_9148652238372261251 0","AustralianRulesFootballPlayer","Wrestler","Organisation","Writer","SoccerPlayer","MilitaryPerson","SportsTeamMember","PersonFunction","Cleric","Infrastructure","Award","Band","MusicalArtist","Building","School","Work","Politician","OrganisationMember","Artist","Athlete","EducationalInstitution","AmericanFootballPlayer","Disease","ArchitecturalStructure","Person","Place","OfficeHolder","RugbyPlayer","Road","Bridge","TelevisionShow","Agent","Mayor","ChristianBishop","SoccerManager","GridironFootballPlayer","MemberOfParliament","BaseballPlayer","Film","RouteOfTransportation"
"24859353_0_7027810986004269522 3","City","PopulatedPlace","Currency","AdministrativeRegion","Place","Settlement"
"24859353_0_7027810986004269522 1","City","WrittenWork","Island","PeriodicalLiterature","PopulatedPlace","Organisation","Work","Magazine","Agent","Currency","AdministrativeRegion","Place","Country","Settlement","Company"
"34041816_1_4749054164534706977 2","City","Infrastructure","PopulatedPlace","ArchitecturalStructure","Place","Settlement","RailwayLine","RouteOfTransportation"
"34041816_1_4749054164534706977 1","Building","Non-ProfitOrganisation","Infrastructure","PublicTransitSystem","Organisation","Agent","ArchitecturalStructure","Airport","Station","Place","RailwayLine","Company","RouteOfTransportation"
"97941125_0_8220652154649529701 0","City","Company","Island","Country","Fish","Year","Eukaryote","Agent","Event","Organisation","Place","Animal","PopulatedPlace","Settlement","Species"
"97941125_0_8220652154649529701 1","City","Artist","PopulatedPlace","Writer","Person","Currency","Place","Agent","Country","Settlement"
"16949304_0_2573050770332101882 0","ArchitecturalStructure","Building","Hospital","Place"
"64092785_0_4696367782987533337 0","Building","RecordLabel","Organisation","Work","Agent","ArchitecturalStructure","Place","SupremeCourtOfTheUnitedStatesCase","Company","LegalCase","Software"
"2066887_0_746204117268168398 0","Cleric","MusicalArtist","Artist","PopulatedPlace","Organisation","EducationalInstitution","School","Agent","Person","Place","Saint","Architect","Settlement","University"
"29021592_4_4348860179678308511 0","Person","Work","Film","Agent","Monarch"
"54773498_0_4341462266113591159 0","Building","Infrastructure","Museum","Band","PopulatedPlace","Organisation","Hotel","TelevisionStation","Agent","Event","ArchitecturalStructure","BroadcastNetwork","Station","Place","Broadcaster","Stadium","FilmFestival","Settlement","RailwayLine","Company","RouteOfTransportation"
