"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5 0","PoliticalParty"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2 0","Cricketer"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2 0","Mountain"
"68779923_2_1000046510804975562 4","GovernmentType"
"68779923_2_1000046510804975562 0","Country"
"68779923_2_1000046510804975562 3","City"
"68779923_2_1000046510804975562 5","Language"
"71137051_0_8039724067857124984 0","Bird"
"39650055_5_7135804139753401681 1","Company"
"64207896_0_3206705146602325658 0","Monarch"
"90593344_0_8311455501234425088 1","Mountain"
"41839679_0_3009344178474568371 1","Monarch"
"12125836_0_1134348206297032434 1","RadioStation"
"2066887_0_746204117268168398 0","Saint"
"24859353_0_7027810986004269522 1","Country"
"24859353_0_7027810986004269522 3","Currency"
"37856682_0_6818907050314633217 0","AdministrativeRegion"
"29414811_13_8724394428539174350 2","Genre"
"29414811_13_8724394428539174350 1","VideoGame"
"29414811_13_8724394428539174350 4","Company"
"55961337_0_6548713781034932742 1","Currency"
"55961337_0_6548713781034932742 0","Country"
"5873256_0_7795190905731964989 1","Airline"
"12183399_0_6725061928072492226 0","Country"
"12183399_0_6725061928072492226 3","Currency"
"77632062_0_2292892375652659825 2","Country"
"77632062_0_2292892375652659825 1","City"
"77632062_0_2292892375652659825 5","Mayor"
"41648740_0_6959523681065295632 0","Country"
"54773498_0_4341462266113591159 0","Building"
"54773498_0_4341462266113591159 2","Country"
"54773498_0_4341462266113591159 1","City"
"19654359_0_3020273135042459469 1","Airport"
"19654359_0_3020273135042459469 2","City"
"70515524_0_5425995199745290007 0","Monarch"
"79966524_0_1484492112455633784 3","PopulatedPlace"
"79966524_0_1484492112455633784 0","Animal"
"77694908_0_6083291340991074532 3","Person"
"77694908_0_6083291340991074532 1","Film"
"8286121_0_8471791395229161598 0","Country"
"8286121_0_8471791395229161598 1","City"
"40844462_1_6230938203735169234 1","Film"
"40844462_1_6230938203735169234 3","Person"
"40534006_0_4617468856744635526 1","Wrestler"
"34041816_1_4749054164534706977 2","City"
"34041816_1_4749054164534706977 1","Airport"
"35188621_0_6058553107571275232 3","Person"
"35188621_0_6058553107571275232 1","Film"
"28423212_0_2742990779532526553 0","Company"
"76275868_0_4528346580716713695 0","Country"
"73988811_0_2775758476756716904 1","Person"
"73988811_0_2775758476756716904 0","Film"
"74718406_0_3914457597478137388 2","City"
"74718406_0_3914457597478137388 1","Airport"
"38390205_1_8150763005563658139 1","City"
"38390205_1_8150763005563658139 2","Hospital"
"38390205_1_8150763005563658139 0","AdministrativeRegion"
"12151277_0_1262954734066545952 1","Hospital"
"64734047_0_5880705307495695536 1","Country"
"64734047_0_5880705307495695536 0","Hospital"
"38732532_0_1420803645394505878 0","Monarch"
"76373906_0_6904594838446307331 0","PoliticalParty"
"4501311_8_8306082458935575308 1","VideoGame"
"4501311_8_8306082458935575308 3","Company"
"47709681_0_4437772923903322343 1","Genre"
"47709681_0_4437772923903322343 0","VideoGame"
"12193237_0_8699643798888088574 3","Language"
"12193237_0_8699643798888088574 2","Currency"
"12193237_0_8699643798888088574 1","City"
"12193237_0_8699643798888088574 0","Country"
"9686394_0_5980699488362107028 1","Airport"
"9686394_0_5980699488362107028 2","City"
"24142265_0_4577466141408796359 5","VideoGame"
"53989675_0_8697482470743954630 0","Lake"
"19361188_0_1640726405141876003 0","Mountain"
"43226272_0_5995103035300388365 2","City"
"43226272_0_5995103035300388365 1","Hospital"
"3887681_0_7938589465814037992 5","AdministrativeRegion"
"3887681_0_7938589465814037992 0","Lake"
"78005071_0_8643954006825971723 0","PoliticalParty"
"13719111_1_5719401842463579519 0","Bird"
"84548468_0_5955155464119382182 1","Film"
"84548468_0_5955155464119382182 3","Person"
"33401079_0_9127583903019856402 0","Person"
"41819807_0_3139249984404131679 0","Lake"
"41819807_0_3139249984404131679 1","AdministrativeRegion"
"63450419_0_8012592961815711786 1","Plant"
"32051842_5_1757891723986774036 1","Museum"
"32051842_5_1757891723986774036 2","City"
"88732174_0_7321365014357502211 3","SportsTeam"
"88732174_0_7321365014357502211 1","BaseballPlayer"
"98312357_0_6395417306876145729 0","Monarch"
"98312357_0_6395417306876145729 4","Person"
"75154185_0_1607627349983289012 5","Mayor"
"75154185_0_1607627349983289012 2","Country"
"75154185_0_1607627349983289012 1","City"
"74685423_0_8061289760697103949 0","Bird"
"4444204_0_951426790527152756 1","City"
"4444204_0_951426790527152756 5","Mayor"
"4444204_0_951426790527152756 2","Country"
"39107734_2_2329160387535788734 1","Airport"
"39107734_2_2329160387535788734 2","City"
"21329809_0_5526008408364682899 1","City"
"21329809_0_5526008408364682899 5","Mayor"
"21329809_0_5526008408364682899 2","Country"
"8009320_0_5507755752653817624 0","Country"
"90723763_0_874013697986950454 1","Company"
"86297395_0_6919201319699354263 0","Country"
"86297395_0_6919201319699354263 5","GovernmentType"
"29021592_4_4348860179678308511 0","Monarch"
"11688006_0_8123036130090004213 1","Country"
"25404227_0_2240631045609013057 3","Person"
"25404227_0_2240631045609013057 1","Film"
"37541068_1_1156932518917623732 1","BaseballPlayer"
"79327346_0_5787863739697336601 1","Country"
"79327346_0_5787863739697336601 2","City"
"79327346_0_5787863739697336601 3","City"
"39759273_0_1427898308030295194 1","Film"
"39759273_0_1427898308030295194 3","Person"
"14380604_4_3329235705746762392 2","PopulatedPlace"
"14380604_4_3329235705746762392 1","Company"
"26310680_0_5150772059999313798 1","Currency"
"26310680_0_5150772059999313798 0","Country"
"71840765_0_6664391841933033844 0","Lake"
"12271141_0_8517913935669973086 0","Company"
"29414811_2_4773219892816395776 2","Genre"
"29414811_2_4773219892816395776 1","VideoGame"
"29414811_2_4773219892816395776 4","Company"
"45073662_0_3179937335063201739 1","BaseballPlayer"
"29412826_0_3422707769191426540 0","Museum"
"29412826_0_3422707769191426540 1","City"
"29412826_0_3422707769191426540 2","AdministrativeRegion"
"19272019_0_1508498249156534553 1","City"
"19272019_0_1508498249156534553 0","University"
"37815699_0_8391788584341609964 1","Person"
"41480166_0_6681239260286218499 0","Saint"
"6869358_0_1379459120563510331 3","Writer"
"6869358_0_1379459120563510331 1","Novel"
"55238374_0_3379409961751009152 1","City"
"55238374_0_3379409961751009152 0","Country"
"61121469_0_6337620713408906340 1","City"
"61121469_0_6337620713408906340 0","Country"
"41194422_0_7231546114369966811 1","Country"
"10630177_0_4831842476649004753 2","Building"
"10630177_0_4831842476649004753 3","City"
"67865873_0_8259587610208037357 1","Country"
"51741865_0_9203644246202164492 1","RadioStation"
"20135078_0_7570343137119682530 3","Person"
"20135078_0_7570343137119682530 1","Film"
"50245608_0_871275842592178099 4","Writer"
"50245608_0_871275842592178099 0","Film"
"50245608_0_871275842592178099 3","Person"
"21337553_0_8832378999628437599 3","Mountain"
"21337553_0_8832378999628437599 1","Mountain"
"1614988_0_8789868670151796042 0","Scientist"
"43469354_0_6029017163991310319 5","Mayor"
"43469354_0_6029017163991310319 1","City"
"43469354_0_6029017163991310319 2","Country"
"11833461_1_3811022039809817402 1","Company"
"11833461_1_3811022039809817402 0","VideoGame"
"38428277_0_1311643810102462607 3","Person"
"38428277_0_1311643810102462607 1","Film"
"54719588_0_8417197176086756912 4","Country"
"54719588_0_8417197176086756912 5","Person"
"54719588_0_8417197176086756912 3","Film"
"52208141_2_5171684379987586712 1","Museum"
"52208141_2_5171684379987586712 2","City"
"14311244_0_7604843865524657408 2","MountainRange"
"14311244_0_7604843865524657408 0","Mountain"
"9567241_0_5666388268510912770 1","Newspaper"
"28646774_0_3256889721737611537 0","PoliticalParty"
"16767252_0_2409448375013995751 3","Person"
"16767252_0_2409448375013995751 1","Film"
"24417511_0_3058323105166963431 1","BaseballPlayer"
"86627271_6_2239821927452848323 0","Lake"
"53583534_0_503521622577229691 1","Building"
"53583534_0_503521622577229691 2","City"
"57943722_0_8666078014685775876 1","City"
"57943722_0_8666078014685775876 0","Country"
"70404164_0_5498195978476333642 2","Country"
"70404164_0_5498195978476333642 1","City"
"70404164_0_5498195978476333642 5","Mayor"
"3962429_0_3452614694863053249 1","Hotel"
"29414811_12_251152470253168163 2","Genre"
"29414811_12_251152470253168163 1","VideoGame"
"29414811_12_251152470253168163 4","Company"
"96203994_0_2127964719640427252 0","Company"
"64499281_8_7181683886563136802 2","City"
"64499281_8_7181683886563136802 1","Museum"
"57938705_0_8737506792349461963 4","Genre"
"57938705_0_8737506792349461963 1","VideoGame"
"57938705_0_8737506792349461963 5","Company"
"21333456_2_1886495893795687264 0","Scientist"
"68442591_0_8506821153001360777 1","Agent"
"68442591_0_8506821153001360777 0","Hospital"
"45593932_0_6869375743660252130 2","Scientist"
"92896255_0_4593968708343548527 0","Plant"
"22864497_0_8632623712684511496 0","VideoGame"
"22864497_0_8632623712684511496 1","Company"
"39606331_0_1646213676302448706 0","PoliticalParty"
"28079336_2_2139598421036200532 1","Company"
"32812626_0_5428724146873158593 0","Hospital"
"11278409_0_3742771475298785475 1","Company"
"28494901_6_7026744149694237309 0","Scientist"
"3917335_0_7791699395300625164 0","Country"
"3917335_0_7791699395300625164 1","City"
"24850757_0_5978004733768297283 0","Country"
"98458255_0_5873264818593370400 0","AcademicJournal"
"98458255_0_5873264818593370400 5","Non-ProfitOrganisation"
"44005578_0_5400481538370055338 0","PoliticalParty"
"28154036_0_909001972154294543 0","PoliticalParty"
"4730513_0_8573199053866072336 1","Scientist"
"49801939_0_6964113429298874283 2","MountainRange"
"49801939_0_6964113429298874283 0","Mountain"
"62564020_0_3836030043284699244 0","Animal"
"62564020_0_3836030043284699244 5","Animal"
"62564020_0_3836030043284699244 3","Person"
"9834884_0_3871985887467090123 2","Country"
"9834884_0_3871985887467090123 1","Museum"
"34899692_0_6530393048033763438 1","Currency"
"34899692_0_6530393048033763438 0","Country"
"49087820_0_461228320225084868 0","Country"
"49087820_0_461228320225084868 1","Currency"
"33242247_1_7232384061498591611 0","PoliticalParty"
"10151359_0_8168779773862259178 0","Book"
"10151359_0_8168779773862259178 1","Writer"
"36039980_4_4283009829602711082 1","Mountain"
"36039980_4_4283009829602711082 3","Mountain"
"9206866_1_8114610355671172497 0","Country"
"54112392_0_160015365721559357 1","Place"
"54112392_0_160015365721559357 0","Lake"
"28036255_0_5705563063166785494 0","Mountain"
"28036255_0_5705563063166785494 2","Country"
"61069974_0_1894536874590565102 0","Country"
