"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"E . L . Konigsburg","The View From Saturday"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Karen Cushman","The Midwife&apos;s Apprentice"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Sharon Creech","Walk Two Moons"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Phyllis Reynolds Naylor","The Boys Start The War"
"",""
"Carolyn Meyer","White Lilacs"
"",""
"",""
"",""
"",""
"",""
"",""
"Lois Lowry","The Giver"
"",""
"Lois Lowry","Attaboy , Sam !"
"",""
"",""
"Michael Dorris","Morning Girl"
"","Pick - Up Sticks"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Katherine Paterson","Lyddie"
"",""
"",""
"",""
"",""
"Phyllis Reynolds Naylor","Shiloh"
"",""
"",""
"",""
"",""
"",""
"Avi","Nothing But The Truth"
"","Two Moons In August"
"",""
"",""
"",""
"Virginia Hamilton","Cousins"
"Jerry Spinelli","Maniac Magee"
"",""
"",""
"",""
"",""
"",""
"Avi","The True Confessions Of Charlotte Doyle"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Phyllis Reynolds Naylor","Alice In Rapture , Sort Of"
"",""
"",""
"",""
"",""
"",""
"",""
"Lois Lowry","Number The Stars"
"",""
"","The Sky Is Falling"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Lois Lowry","All About Sam"
"",""
"Scott O&apos;Dell","Black Star , Bright Dawn"
"",""
"",""
"",""
"",""
"",""
"Betsy Byars","The Burning Questions Of Bingo Brown"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Phyllis Reynolds Naylor","Beetles , Lightly Toasted"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Betsy Byars","The Blossoms And The Green Phantom"
"",""
"",""
"Louis Sachar","There&apos;s A Boy In The Girl&apos;s Bathroom"
"",""
"",""
"",""
"",""
"",""
"",""
"Jane Leslie Conly","Racso And The Rats Of NIMH"
"",""
"","Shadow in Hawthorn Bay"
"Betsy Byars","The Blossoms Meet The Vulture Lady"
"",""
"Betsy Byars","The Not - Just - Anybody Family"
"",""
"",""
"Sid Fleischman","The Whipping Boy"
"E . L . Konigsburg","Up From Jericho Tel"
"",""
"",""
"",""
"Lois Lowry","Anastasia On Her Own"
"",""
"",""
"",""
"Katherine Paterson","Come Sing , Jimmy Jo"
"Betsy Byars","Cracker Jackson"
"",""
"","Devil On My Back"
"","Julie"
"Patricia MacLachlan","Sarah , Plain &amp; Tall"
"",""
"Lois Lowry","Switcharound"
"",""
"",""
"Irene Hunt","The Everlasting Hills"
"",""
"",""
"Louis Lowry","Anastasia , Ask Your Analyst"
"",""
"Cynthia Voigt","Building Blocks"
"",""
"",""
"","Mama&apos;s Going To Buy You A Mockingbird"
"Paula Fox","One - eyed Cat"
"Beverly Cleary","Ramona Forever"
"Lloyd Alexander","The Beggar Queen"
"Betsy Byars","The Computer Nut"
"",""
"Robin McKinley","The Hero And The Crown"
"",""
"Patricia MacLachlan","Unclaimed Treasures"
"",""
"",""
"",""
"Beverly Cleary","Dear Mr . Henshaw"
"",""
"",""
"Lois Lowry","One Hundredth Thing About Caroline"
"",""
"Lois Lowry","Taking Care Of Terrific"
"",""
"",""
"",""
"","The Root Cellar"
"Elizabeth George Speare","The Sign Of The Beaver"
"Bill Brittain","The Wish Giver"
"",""
"",""
"Lois Lowry","Anastasia At Your Service"
"Cynthia Voigt","Dicey&apos;s Song"
"",""
"",""
"",""
"E . L . Konigsburg","Journey To An 800 Number"
"Beverly Cleary","Ralph S . Mouse"
"Mary Rodgers","Summer Switch"
"",""
"Robin McKinley","The Blue Sword"
"",""
"",""
"","The Guardian Of Isis"
"Betsy Byars","The Two Thousand Pound Goldfish"
"",""

