"Albany Times - Union","Albany , New York",""
"Der Yid","Brooklyn , New York",""
"Jewish Press","Brooklyn , New York",""
"Laiks","Brooklyn , New York",""
"New Yorkin Uutiset","Brooklyn , New York",""
"Norway Times - Nordisk Tidende","Brooklyn , New York",""
"Tsaytung","Brooklyn , New York",""
"Buffalo News","Buffalo , New York",""
"Newsday","Melville , New York",""
"Tiesa","Middletown , New York",""
"Yated Ne&apos;eman ( English edition )","Monsey , New York",""
"Yated Ne&apos;eman ( Hebrew edition )","Monsey , New York",""
"Al - Hoda","New York , New York",""
"Algemeiner Journal","New York , New York",""
"Amerikai Magyar Szo","New York , New York",""
"Armenian Reporter International","New York , New York",""
"Chungang Ilbo","New York , New York",""
"Daily News","New York , New York",""
"El Diario - La Prensa","New York , New York",""
"Filipino Reporter","New York , New York",""
"Forward","New York , New York",""
"Hellenic Times","New York , New York",""
"Hua Mei Jih Pao ( China Tribune","New York , New York",""
"Irish Voice","New York , New York",""
"Journal of Commerce","New York , New York",""
"Lien Ho Jih Pao ( United Journal","New York , New York",""
"National Herald ( ETHNIKOS KERYX","New York , New York",""
"Natsional&apos;na Trybuna / Shliakh Peremohy","New York , New York",""

