"Lord Rayleigh","Physics","1904"
"J . J . Thomson","Physics","1906"
"Ernest Rutherford","Chemistry","1908"
"William Bragg","Physics","1915"
"Lawrence Bragg","Physics","1915"
"Charles Barkla","Physics","1917"
"Niels Bohr","Physics","1922"
"Francis Aston","Chemistry","1922"
"Archibald Hill","Medicine","1922"
"Austen Chamberlain","Peace","1925"
"","",""
"","",""
"Owen Richardson","Physics","1928"
"Frederick Hopkins","Medicine","1929"
"Lord Adrian","Medicine","1932"
"","",""
"","",""
"","",""
"Henry Dale","Medicine","1936"
"George Thomson","Physics","1937"
"","",""
"","",""
"","",""
"","",""
"","",""
"Bertrand Russell","Literature","1950"
"","",""
"","",""
"Ernest Walton","Physics","1951"
"Richard Synge","Chemistry","1952"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"John Kendrew","Chemistry","1962"
"","",""
"","",""
"","",""
"","",""
"Alan Hodgkin","Medicine","1963"
"Andrew Huxley","Medicine","1963"
"","",""
"","",""
"","",""
"","",""
"","",""
"Brian Josephson","Physics","1973"
"","",""
"Martin Ryle","Physics","1974"
"","",""
"","",""
"","",""
"James Meade","Economics","1977"
"Pyotr Kapitsa","Physics","1978"
"","",""
"","",""
"","",""
"","",""
"Walter Gilbert","Chemistry","1980"
"","",""
"Aaron Klug","Chemistry","1982"
"Subrahmanyan Chandrasekhar","Physics","1983"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"James Mirrlees","Economics","1996"
"","",""
"Amartya Sen","Economics","1998"
"John Pople","Chemistry","1998"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""

