"101 Dalmatians",""
"",""
"",""
"",""
"",""
"Aladdin",""
"",""
"Alice in Wonderland",""
"",""
"",""
"",""
"",""
"",""
"",""
"Aristocats , The",""
"Atlantis - The Lost Empire",""
"",""
"",""
"Bambi",""
"",""
"",""
"Beauty &amp; the Beast",""
"Black Cauldron , The",""
"Brave Little Toaster , The",""
"Brother Bear",""
"Bug&apos;s Life , A",""
"",""
"",""
"",""
"",""
"",""
"Cinderella",""
"",""
"",""
"Dinosaur",""
"Doug&apos;s 1st Movie",""
"",""
"",""
"",""
"",""
"Finding Nemo",""
"",""
"",""
"",""
"Goofy Movie , A (",""
"Great Mouse Detective , The",""
"",""
"",""
"",""
"Hercules - 1997",""
"",""
"",""
"Home on the Range",""
"Hunchback of Notre Dame , The",""
"",""
"",""
"Incredibles , The",""
"",""
"James &amp; the Giant Peach",""
"",""
"",""
"Kiki&apos;s Delivery Service@",""
"",""

