"Joseph Krumgold",". . . and Now Miguel"
"Elizabeth Janet Gray","Adam of the Road"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Carol Ryrie Brink","Caddie Woodlawn"
"Armstrong Sperry","Call It Courage"
"",""
"",""
"Jean Lee Latham","Carry on , Mr . Bowditch"
"",""
"Elizabeth Coatsworth","Cat Who Went to Heaven , The"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Charles Hawes","Dark Frigate , The"
"Hugh Lofting","Doctor Doolittle series"
"Marguerite De Angeli","Door in the Wall , The"
"",""
"",""
"",""
"",""
"Dhan Ghopal Mukerji","Gay - Neck , the Story of a Pigeon"
"Eleanor Estes","Ginger Pye"
"",""
"",""
"",""
"",""
"",""
"",""
"Rachel Field","Hitty , Her First Hundred Years"
"",""
"",""
"",""
"Cornelia Meigs","Invincible Louisa"
"",""
"",""
"",""
"Marguerite Henry","King of the Wind"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Walter D . Edmonds","Matchlock Gun , The"
"",""
"",""
"Virginia Sorenson","Miracles on Maple Hill"
"Carolyn Sherwin Bailey","Miss Hickory"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Joseph Krumgold","Onion John"
"",""
"",""
"Robert Lawson","Rabbit Hill"
"",""
"",""
"Harold Keith","Rifles for Watie"
"",""
"Ann Nolan Clark","Secret of the Andes"
"",""
"",""
"",""
"Hendrik Van Loon","Story of Mankind , The"
"Lois Lenski","Strawberry Girl"
"",""
"",""
"",""
"",""
"",""
"Eric Kelly","Trumpeter of Krakow , The"
"William Pene Du Bois","Twenty - One Balloons , The"
"",""
"Meindert De Jong","Wheel on the School , The"
"",""
"",""
"",""
"",""
"Elizabeth George Speare","Witch of Blackbird Pond , The"
"",""

