"http://dbpedia.org/resource/CLEAR ATTACHNENT","Gravissimas","8"
"http://dbpedia.org/resource/Testem_Benevolentiae_Nostrae","Testem Benevolentiae Nostrae","15"
"http://dbpedia.org/resource/Providentissimus_Deus","Providentissimus Deus","37"
"http://dbpedia.org/resource/Inimica_vis","Inimica Vis","42"
"http://dbpedia.org/resource/Rerum_Novarum","Rerum Novarum","49"
"http://dbpedia.org/resource/Officio_Sanctissimo","Officio Sanctissimo","63"
"http://dbpedia.org/resource/Humanum_Genus","Humanum Genus","72"
"http://dbpedia.org/resource/Etsi_Nos","Etsi Nos","78"
"http://dbpedia.org/resource/Sancta_Civitas","Sancta Dei Civitas","81"

