"http://dbpedia.org/resource/Herbert_Hoover","Herbert Hoover","0"
"http://dbpedia.org/resource/Franklin_D._Roosevelt","Franklin D . Roosevelt","1"
"http://dbpedia.org/resource/Harry_S._Truman","Harry S . Truman","2"
"http://dbpedia.org/resource/Dwight_D._Eisenhower","Dwight D . Eisenhower","3"
"http://dbpedia.org/resource/Lyndon_B._Johnson","Lyndon B . Johnson","5"
"http://dbpedia.org/resource/Gerald_Ford","Gerald R . Ford","6"
"http://dbpedia.org/resource/Jimmy_Carter","Jimmy Carter","7"
"http://dbpedia.org/resource/Ronald_Reagan","Ronald Reagan","8"
"http://dbpedia.org/resource/George_H._W._Bush","George Bush","9"
"http://dbpedia.org/resource/Bill_Clinton","William J . Clinton","10"

