"http://dbpedia.org/resource/Alexander_Mackenzie","Alexander Mackenzie","0"
"http://dbpedia.org/resource/Wilfrid_Laurier","Wilfrid Laurier","2"
"http://dbpedia.org/resource/William_Lyon_Mackenzie_King","William Lyon Mackenzie King","4"
"http://dbpedia.org/resource/Louis_St._Laurent","Louis St . Laurent","5"
"http://dbpedia.org/resource/Lester_B._Pearson","Lester B . Pearson","6"
"http://dbpedia.org/resource/Pierre_Trudeau","Pierre Trudeau","7"
"http://dbpedia.org/resource/John_Turner","John Turner","8"
"http://dbpedia.org/resource/Jean_Chrétien","Jean ChrÃÂ©tien","9"
"http://dbpedia.org/resource/Paul_Martin","Paul Martin","10"

