"http://dbpedia.org/resource/African_Union","African Union","0"
"http://dbpedia.org/resource/Arab_League","Arab League","1"
"http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations","Association of Southeast Asian Nations","2"
"http://dbpedia.org/resource/European_Union","European Union","4"
"http://dbpedia.org/resource/Union_of_South_American_Nations","South American Community of Nations","5"
"http://dbpedia.org/resource/Commonwealth_of_Nations","Commonwealth","7"
"http://dbpedia.org/resource/Commonwealth_of_Independent_States","Commonwealth of Independent States","8"
"http://dbpedia.org/resource/NULL","European Economic Area","10"
"http://dbpedia.org/resource/European_Free_Trade_Association","European Free Trade Association","11"

