"http://dbpedia.org/resource/Devika_Rani","Devika Rani","0"
"http://dbpedia.org/resource/NULL","B . N . Sircar","1"
"http://dbpedia.org/resource/Prithviraj_Kapoor","Prithviraj Kapoor","2"
"http://dbpedia.org/resource/Pankaj_Mullick","Pankaj Mullick","3"
"http://dbpedia.org/resource/Ruby_Myers","Sulochana","4"
"http://dbpedia.org/resource/NULL","V . N . Reddi","5"
"http://dbpedia.org/resource/Dhirendra_Nath_Ganguly","Dhiren Ganguly","6"
"http://dbpedia.org/resource/Kanan_Devi","Kanan Devi","7"
"http://dbpedia.org/resource/Nitin_Bose","Nitin Bose","8"
"http://dbpedia.org/resource/NULL","R . C . Boral","9"
"http://dbpedia.org/resource/Sohrab_Modi","Sohrab Modi","10"
"http://dbpedia.org/resource/NULL","Jairaj","11"
"http://dbpedia.org/resource/Naushad","Naushad","12"
"http://dbpedia.org/resource/L._V._Prasad","L . V . Prasad","13"
"http://dbpedia.org/resource/Durga_Khote","Durga Khote","14"
"http://dbpedia.org/resource/Satyajit_Ray","Satyajit Ray","15"
"http://dbpedia.org/resource/V._Shantaram","V . Shantaram","16"
"http://dbpedia.org/resource/B._Nagi_Reddy","B . Nagi Reddi","17"
"http://dbpedia.org/resource/Raj_Kapoor","Raj Kapoor","18"
"http://dbpedia.org/resource/Ashok_Kumar","Ashok Kumar","19"
"http://dbpedia.org/resource/Lata_Mangeshkar","Lata Mangeshkar","20"
"http://dbpedia.org/resource/Akkineni_Nageswara_Rao","A . Nageswara Rao","21"
"http://dbpedia.org/resource/NULL","Bhalji Pendharkar","22"
"http://dbpedia.org/resource/Bhupen_Hazarika","Bhupen Hazarika","23"
"http://dbpedia.org/resource/Majrooh_Sultanpuri","Majrooh Sultanpuri","24"
"http://dbpedia.org/resource/Dilip_Kumar","Dilip Kumar","25"
"http://dbpedia.org/resource/Rajkumar","Raj Kumar","26"
"http://dbpedia.org/resource/Sivaji_Ganesan","Sivaji Ganesan","27"
"http://dbpedia.org/resource/Pradeep","Pradeep","28"
"http://dbpedia.org/resource/Baldev_Raj_Chopra","B . R . Chopra","29"
"http://dbpedia.org/resource/Hrishikesh_Mukherjee","Hrishikesh Mukherjee","30"
"http://dbpedia.org/resource/Asha_Bhosle","Asha Bhosle","31"
"http://dbpedia.org/resource/Yash_Chopra","Yash Chopra","32"
"http://dbpedia.org/resource/Dev_Anand","Dev Anand","33"
"http://dbpedia.org/resource/Mrinal_Sen","Mrinal Sen","34"

