"http://dbpedia.org/resource/Spotted_Redshank","Spotted Redshank","5"
"http://dbpedia.org/resource/Solitary_Sandpiper","Solitary Sandpiper","8"
"http://dbpedia.org/resource/Eskimo_Curlew","Eskimo Curlew","17"
"http://dbpedia.org/resource/Whimbrel","Whimbrel","18"
"http://dbpedia.org/resource/Long-billed_Curlew","Long - billed Curlew","23"
"http://dbpedia.org/resource/Hudsonian_Godwit","Hudsonian Godwit","25"
"http://dbpedia.org/resource/Marbled_Godwit","Marbled Godwit","27"
"http://dbpedia.org/resource/Red_Knot","Red Knot","32"
"http://dbpedia.org/resource/Semipalmated_Sandpiper","Semipalmated Sandpiper","34"
"http://dbpedia.org/resource/Western_Sandpiper","Western Sandpiper","35"
"http://dbpedia.org/resource/White-rumped_Sandpiper","White - rumped Sandpiper","41"
"http://dbpedia.org/resource/Curlew_sandpiper","Curlew Sandpiper","48"
"http://dbpedia.org/resource/Stilt_Sandpiper","Stilt Sandpiper","49"
"http://dbpedia.org/resource/Short-billed_Dowitcher","Short - billed Dowitcher","54"

